categories,business_id,name,longitude,latitude,stars
"Cajun/Creole, Greek, Restaurants",ReQZYSOEZEsrUsZXpEo4EQ,Beauregard Food,-112.23830459999999,33.630253700000004,3.5
"Sandwiches, Fast Food, Restaurants",xMHZNwmo22Eq_XsCLJgjQQ,Subway,-112.123171,33.581388000000004,4.0
"Restaurants, Vietnamese",cfZfCdo8vTu4S_uBsF10kQ,Nam Pho Restaurant,-111.8741442,33.336267600000006,4.0
"American (New), Gluten-Free, Restaurants",cCea-GiV5RPFCDAKy0D8tg,Blooming Beets Kitchen,-111.96386570000001,33.31750093,3.5
"Salad, Local Flavor, Restaurants, Pizza, Italian",g_x5lM7itVvWA9n34QVlFA,Redendo's Pizza & Pasta,-111.7140561,33.5739313,4.0
"Polish, Restaurants, Delis, Meat Shops, Specialty Food, Food",pmpJS5skJj14y5brPPI2ew,Stanley's Homemade Sausage Company,-112.0193656,33.6399152,4.5
"Asian Fusion, Lounges, Nightlife, Sushi Bars, Japanese, Restaurants, Bars",fN7ds9Dk4IfMsh4RT9x82w,Wok N Roll,-111.9181081,33.5004719,4.0
"Breakfast & Brunch, Sandwiches, Food, Delis, Restaurants",uNA3OAcroBXuxZuGDlqLhA,The Hero Factory,-112.075344,33.449777000000005,4.0
"Burgers, American (Traditional), Restaurants",6RklCXxHQ74wcGdyaxOmow,Ruby Tuesday,-111.74325379999999,33.3039704,3.0
"American (New), Restaurants",U-d9doJXDRpvfozdU5-JrA,Abbey Gardens,-111.8736054,33.3636242,3.0
"American (Traditional), Beer, Wine & Spirits, Restaurants, Food",oLod-GlOLEH4KAvyddKuQQ,Sucker Punch Sally's Diner,-111.9398864,33.421996299999996,3.0
"Mexican, Restaurants",5WtKBzHv1mL2-w1wcz3kpw,Federicos Mexican Food,-112.0315685,33.6711382,3.0
"Restaurants, Fast Food, Sandwiches",PqZsc7vmJ55vBf46uqQ41g,Subway,-111.9115363,33.51048227,3.0
"Restaurants, Vietnamese, Pan Asian",zaBk2imYnk7rG7IdOMhRmA,Pho Saigon Pearl,-112.12813340000001,33.8000571,4.0
"Pizza, Restaurants",9VEJkUd0eHIlKmCu0flvBw,Papa John's Pizza,-112.07373999999999,33.39564992,3.0
"Breakfast & Brunch, Tacos, Cafes, Bars, Restaurants, Nightlife, Mexican",VuYF1vGKLjEFaQfL4Ypwqg,Gallo Blanco,-112.06084109999999,33.4560271,4.0
"Pizza, Restaurants",KsGgIjWsU1ALoms7SPryNA,Leo's Pizza,-112.41582859999998,33.6257455,3.5
"Restaurants, Sandwiches, American (Traditional), Fast Food, Burgers, Diners",BDDIpeEK8gVdhiglbjEyrw,Johnny Rockets,-112.2609186,33.53515269,2.0
"Restaurants, Food, Dentists, Health & Medical, Cafes, Bakeries, Juice Bars & Smoothies, Breakfast & Brunch, Ice Cream & Frozen Yogurt, General Dentistry, Coffee & Tea",RA1Jchnz3uQDg4YVHckKXQ,Fair Trade Cafe,-112.07433470000001,33.4593921,4.0
"Restaurants, Bakeries, Salad, Food, Specialty Food, Sandwiches, Pasta Shops",gqEW_dPfTzMCP8DdLupl-A,Wildflower,-111.89160249999999,33.62773584,4.0
"Pizza, Home Services, Adult Entertainment, Restaurants, Books, Mags, Music & Video, Movers, Nightlife, Psychologists, Bookstores, Professional Services, Arts & Entertainment, Life Coach, Counseling & Mental Health, Psychics, Health & Medical, Active Life, Food Court, Reiki, Food, Fitness & Instruction, Meditation Centers, Supernatural Readings, Shopping",Bycp8yesThf7LOBPmBkLpQ,Arrowhead Psychic,-112.229786,33.6405917,5.0
"Mexican, Tex-Mex, Restaurants, Fast Food",nVGPxMooxSiaSH_wHvcRbw,Taco Bell,-111.979243,33.582569,2.5
"Sandwiches, Fast Food, Mexican, Restaurants, Tex-Mex",Gl01qPpjC9DKN_Py3IEnpA,Chipotle Mexican Grill,-111.75601770000002,33.3796878,3.5
"Sandwiches, Pizza, Italian, Restaurants",Tgc2dTcE1xOey2OUt_PvXA,Oregano's Pizza Bistro,-112.38789820000001,33.46496233,3.5
"Thai, Restaurants",C6MG3vrloHF8h9PPvZNiJA,Thai Patio,-111.682255,33.4510401,4.0
"Sandwiches, Restaurants, Salad, Soup",XpnkPS-56dYTdjwC8RRLuw,Panera Bread,-111.967197,33.334007,2.5
"Fast Food, Burgers, Restaurants",lgNcn7lMojgx97neeK3JLQ,Burger King,-112.06628,33.377294,1.5
"Nightlife, American (Traditional), Sports Bars, Restaurants, Bars",xk2fZepwr3cWu6OVYJowtg,Fletcher's Sports Grill,-112.2379071,33.6727473,4.0
"American (Traditional), Restaurants, Chicken Wings",rt_G6R4Y4HwUPmIzKJ_dTw,North 51 Grill,-112.008269,33.582040899999996,2.5
"Pizza, Restaurants",htNNxttBjRmRnP4d0XFl-w,Hungry Howie's Pizza,-111.98164270000001,33.47957364,2.5
"Restaurants, Mexican",n6AxJR-ey2_DgAJPZfEvfQ,Sylvia's La Canasta,-112.14107990000001,33.495222,2.5
"Restaurants, Mexican",#NAME?,Taqueria Don Pancho,-112.20379299999999,33.496075,4.5
"Restaurants, Fast Food",MDPR5Du0QYRylwdh5JGuwg,Jack In the Box,-111.9788669,33.46518408,2.0
"Fast Food, Mexican, Restaurants, Tex-Mex",MG0Ek3-yxtprwzY5ruGxRA,Taco Bell,-111.8045242,33.45120433,4.0
"American (Traditional), Tacos, Nightlife, Sports Bars, Mexican, Restaurants, Bars",1GXTRFzsANkhkRIivqMtuQ,The Local Chandler,-111.84226799999999,33.30042636,4.0
"Food, Restaurants, Specialty Food, Mexican, Ethnic Food",Euu79b2o5k5RZReIuThBWg,Fogon - A Mexican Eatery,-111.9239084,33.5393489,3.0
"Food, Restaurants, Sandwiches, Mediterranean, Salad",qnql60YyttH_nMfufiHHtw,Sami's Gyros,-111.9554486,33.442445899999996,3.0
"Restaurants, Chicken Wings",SgIOG9I6i58szXkGCcs3MQ,Long Wongs,-111.97723529999999,33.379242,2.0
"Mexican, Fast Food, Restaurants, Tex-Mex, Breakfast & Brunch",GpiCR__hCufqB82i_2j3tA,Riliberto's Fresh Mexican Food,-111.97705819999999,33.393198999999996,2.0
"Vegetarian, Restaurants, Seafood, Thai, Soup",ibkwcLZwaJ1pnPJVaI_-uA,Swaddee Thai Cuisine,-111.92888070000001,33.3193026,4.0
"Hot Dogs, Mexican, Food Trucks, Restaurants, Food, Seafood",rmD9BPsucgR4q3WiygrjEA,Sr Ozzy's Tacos Y Mariscos,-112.09573540000001,33.39177982,4.5
"Restaurants, Chinese",xSplhd6mlpQzbjUAq3rP6w,Max Asia Cafe,-111.8416345,33.322444399999995,4.0
"Restaurants, Caribbean, Trinidadian",L9nMax4J-1kufJAeWRxASw,Caribbean Cuisine,-112.20263390000001,33.52516894,4.5
"American (New), Food, Gluten-Free, Nightlife, Breakfast & Brunch, Restaurants, Beer, Wine & Spirits, Bars, Cocktail Bars, Juice Bars & Smoothies",IdyHd4T3rZ1pyPaU5DKWMg,The Standard Kitchen & Cocktails,-111.9275842,33.57815361,3.5
"American (Traditional), Diners, Restaurants, Breakfast & Brunch",OtrFPRoyvGLdn_HS_tukfQ,Denny's,-112.35891480000001,33.459832500000005,3.0
"Farmers Market, Caterers, Barbeque, Food, Event Planning & Services, Restaurants",825nC-s-cQG6Hsul5Gm2cA,Pork On A Fork,-112.092428,33.683323,4.0
"Food, Fast Food, Caterers, Event Planning & Services, Restaurants",lUcSe9mjppbAa8510xj0Tg,Chick-fil-A,-112.125847,33.581476,3.5
"Poke, Live/Raw Food, Seafood, Restaurants, Food",7OANCScfnOAGFsy-yuVjLA,Ahipoki,-112.28291270000001,33.4641299,4.5
"Mexican, Restaurants",M9aTtOeOIG-EOLeHNgkKfQ,El Nuevo Taquito,-112.07356000000001,33.4091661,4.5
"Food, Comfort Food, Bagels, Restaurants, Burgers",CJxRsR81ETN4QXQyB3YjQQ,Jimmy G's Burgers,-112.048027,33.484010999999995,4.5
"Specialty Food, Health Markets, Sandwiches, Restaurants, Food",ylO5cHQvbbdDupqlL2r57Q,Port of Subs,-111.9259162,33.4915405,3.5
"Desserts, Event Planning & Services, Caterers, Breakfast & Brunch, Tacos, Mexican, Restaurants, Food",1_WfF9pNoNeWe233CeqE1Q,Caramba Mexican Food,-112.3583124,33.64103854,3.5
"Caterers, Comfort Food, Event Planning & Services, Restaurants, American (Traditional)",XTmqUnO9FFbdbE4xL7Vhlw,Boston Market,-111.9954503,33.6122249,3.0
"Event Planning & Services, Restaurants, Mexican, Tacos, Caterers",IghwtXL8ZgK2dEL62Pzhrw,Tacos Huicho,-112.039418,33.472763300000004,4.5
"Chinese, Restaurants",pNp1FK8JqW8ZMA26YJGXYA,Red House,-111.8891943,33.5702214,3.5
"Restaurants, Mexican",MVLZqbw6vOkCjFApRBlSfQ,La Olmeca Restaurant,-112.07414240000001,33.3907383,3.0
"American (Traditional), Sports Bars, Eatertainment, Cocktail Bars, Arts & Entertainment, Restaurants, Nightlife, Arcades, Bars",MatGnwADyILP8utonlTWDg,Dave & Buster's,-112.26268700000001,33.535204,2.5
"Restaurants, American (Traditional), Burgers, Breakfast & Brunch, American (New)",S76vqhSrUZSU8rhgXKV34A,IHOP,-111.68828,33.377333,2.5
"Restaurants, Italian, Salad, Wine Bars, Bars, Nightlife",d5n5CsoJNu-tKEbfI6U3tA,Olive Garden Italian Restaurant,-112.2279345,33.63774182,3.0
"Barbeque, Restaurants, Nightlife, Burgers, American (Traditional), Sports Bars, Bars",9njwmO6YzhaQB3-htNMFYQ,The Hub Grill and Bar,-111.66622,33.380424,4.0
"American (Traditional), Mexican, Fast Food, Restaurants",2tC8oReqFUT0_uVQ3kHePA,Überrito,-111.97613740000001,33.58361707,4.0
"Pizza, Beer Gardens, Food, Restaurants, American (New), Breweries, American (Traditional), Nightlife, Gastropubs",hxUxeY8DG9lhyjCVo_s-pw,McFate Brewing Company,-111.9268288,33.4627701,4.0
"Pizza, Italian, Restaurants, Salad, Local Flavor, American (Traditional)",0FUtlsQrJI7LhqDPxLumEw,Joe's Farm Grill,-111.726244,33.321866,4.0
"Soup, Salad, Restaurants, Sandwiches",aaDEAJhjE3ZPxO2gXgCh9Q,Panera Bread,-112.2025881,33.6670574,2.0
"Desserts, Thai, Food, Restaurants",wbLpOlDnE-zFscRSqTPtDg,Thai Chili 2 Go - Chandler,-111.8575841,33.26399552,3.5
"Bagels, Food, Restaurants, Sandwiches, Breakfast & Brunch",pYMVEUmjK4tkKr1wn0ne3A,Einstein Bros Bagels,-111.92747320000001,33.52917951,3.0
"Restaurants, Venues & Event Spaces, Caterers, Event Planning & Services, Party & Event Planning, Steakhouses",9T2PtiwZPt360MhaM37VvA,Monterra at WestWorld,-111.8851048,33.633165999999996,3.0
"Restaurants, Italian, Pizza",Zv77o3aDuNDY0t3fCU2ebQ,Raimondo's,-112.08061210000001,33.5102274,3.5
"Caterers, Fast Food, Restaurants, Event Planning & Services, Mexican",sKHDoLqDj99UuAP8ljSaTw,QDOBA Mexican Eats,-111.9776567,33.30478224,3.5
"Restaurants, Gluten-Free",9aYmWMneDv9huo9140VJfw,Nourish,-111.7197348,33.32305019,3.5
"Restaurants, Mexican",zwNLJ2VglfEvGu7DDZjJ4g,Arriba Mexican Grill,-112.22941340000001,33.6402467,3.0
"Ice Cream & Frozen Yogurt, Fast Food, Burgers, American (Traditional), Food, Restaurants",Crz3YPKbXdRzftigOr62_w,Sonic Drive-In,-111.90946799999999,33.4797268,2.5
"American (Traditional), American (New), Diners, Restaurants, Burgers, Breakfast & Brunch",V0GHF8CkhOovDeQKCn7YQg,IHOP,-111.9866,33.47524,2.0
"Barbeque, Seafood, Restaurants",3dw6xhzG08htY5HcL2OjeA,Angry Crab Shack,-111.65568540000001,33.3641467,3.5
"Cafes, Restaurants",WgpxfYBGWolWEK8IQmXFJQ,Cafe Cornucopia,-111.9276449,33.3183691,4.5
"Restaurants, Tex-Mex",0HwrX6P6lh92F0f-A_QzjA,Sam's Cafe,-112.0260037,33.5095991,3.5
"Restaurants, Barbeque",Hr0jdhjQm-_3aMWJR1TqTQ,Memphis Best BBQ,-112.393819,33.457728,4.0
"Restaurants, Barbeque",lAOmBbTYPSfh5hcrXO-FXg,KB Smokehouse & BBQ,-112.332821,33.492053000000006,3.0
"Restaurants, Cupcakes, Food, Custom Cakes, Desserts, Ice Cream & Frozen Yogurt",Fl7YZ2gbBgV5aHkcl90lOQ,Cold Stone Creamery,-111.90164399999999,33.43367,3.5
"Restaurants, Mexican, Soup, Seafood",_LL6zdQBWKIAbNKeg3uBFA,Sinaloa Restaurant,-111.8330572,33.4074987,3.5
"Restaurants, American (Traditional), Burgers, Steakhouses, Food",gek4ySiFtQX53g_AqdONDQ,Mesa Grill Co,-111.73272,33.45214,3.5
"Gelato, Coffee & Tea, Ice Cream & Frozen Yogurt, Italian, Desserts, Restaurants, Food",qFqueIKCVF5PlXmjl1YY9Q,Frost Gelato,-111.743672,33.30683671,4.5
"American (New), Nightlife, Bars, Restaurants, American (Traditional)",V8wXGxlzngQRASEw1M-LJg,Dynamite Grille,-111.85860770000001,33.746115,3.5
"Restaurants, Breakfast & Brunch",PGzprYh4koGuKUH_jJa2oA,Eye Opener Family Restaurant,-112.08133600000001,33.571608000000005,3.0
"Restaurants, Burgers, Fast Food",cUmYDqGhBLjH2IbZ0GK07Q,Jack in The Box,-111.6862223,33.3213071,1.5
"Cocktail Bars, Restaurants, Caribbean, Nightlife, Bars, Vegan, Lounges, Active Life, Seafood",STtrEGylaYOXoXQFLP5OAQ,The Breadfruit & Rum Bar,-112.07201140000001,33.4557075,3.5
"Restaurants, Pizza, Italian, Chicken Wings",G7Lr3ML_16qrZja631R3Tg,Pizza Hut,-112.2721655,33.4220352,2.0
"Restaurants, Pizza, Italian",iR36j1b8owv2aZTi3mR0bg,Brugos Pizza,-111.92645800000001,33.798072999999995,3.0
"Lounges, Restaurants, Nightlife, American (Traditional), Bars",ncIFLVPKpozvUyZBAheyzw,Harry's Lounge Tempe Mission Palm's Hotel,-111.938822,33.426092,3.5
"Restaurants, Fast Food, American (Traditional), Chicken Wings",Q0fW4psOyHqGbkbF13ucqw,The Wing Counter,-112.1742608,33.639548,4.0
"Nightlife, Sports Bars, Restaurants, Dive Bars, Bars, American (New)",xhjcUFkctsRhxC9la2RVgQ,Mardi Gras Bar and Grill,-111.90664699999999,33.466063,3.5
"Sandwiches, Restaurants, Fast Food",KQBbM_4sAkzWrmaK_Pnksw,Subway,-111.91703329999999,33.4965623,3.5
"German, Restaurants",yjX5l0UGoFdR4t5q3i2MTQ,Bavarian Point Restaurant,-111.7262017,33.41504265,3.5
"Food Delivery Services, Sandwiches, Restaurants, Caterers, Event Planning & Services, Food Trucks, Food",X98B7ECTqBbFWZh08WzlCQ,The Gorilla Cheese Truck,-112.1865652,33.6652727,4.0
"Middle Eastern, Mediterranean, Restaurants",Ofr0PzgcDOv9Fy5xqsbGhQ,Shawarma Corner,-111.93492520000001,33.4245654,4.0
"Lounges, Bars, Karaoke, Restaurants, Nightlife",JLBzX4IyYgiogvhmTsSX7g,Cook N Jacks,-111.92907859999998,33.49494910000001,3.0
"Sandwiches, Fast Food, Restaurants, American (Traditional)",LnmLxydUEdLOuPTIUhurzQ,Arby's,-112.1314014,33.640089700000004,2.5
"Food, Juice Bars & Smoothies, American (Traditional), Breakfast & Brunch, Cafes, Restaurants, Vegetarian, Salad, Sandwiches",z_lDO8d8nkSmcvTjB4N69A,Graz Kitchen Fresh,-111.9014695,33.294406699999996,4.5
"Food Trucks, Restaurants, Hotels, Nightlife, Food, Event Planning & Services, Mexican, Bars, Lounges, Hotels & Travel",6lCFq6RQxctSW37yNYZ5wg,Tapacubo,-111.93618319999999,33.4142827,3.0
"Active Life, American (Traditional), Arts & Entertainment, Country Clubs, Golf, Restaurants",FP1W3vmQDg9vk3IeWdSccA,Sun City Country Club,-112.286243,33.569445,4.0
"Restaurants, Japanese, Sushi Bars",erpMXkhBRNAwfXYfqIaC6Q,Sushi Bros,-112.0991561,33.5657923,4.5
"Nightlife, Food, Beer, Wine & Spirits, Restaurants, American (New), Bars",DQO_c9osfJDgbJ0_WdygLg,Martini Bistro,-112.0077881,33.437268599999996,4.5
"Polish, Restaurants, Delis, Food, Beer, Wine & Spirits",pxex7bDovzCSHJKTu_hPJg,Bistas Deli & Market,-112.092945,33.711456,3.5
"Restaurants, Chinese, Buffets",CXFARDJEpOreI9Xyxzl8Yw,Great China Super Buffet,-112.0911673,33.5239687,2.5
"Burgers, Restaurants, Hot Dogs, American (Traditional)",gfT2mmpv0wMT8uFM-VZqrQ,The Great Taste of Chicago,-111.75499340000002,33.351375,3.5
"American (New), Burgers, Chicken Wings, Sports Bars, Nightlife, Salad, American (Traditional), Bars, Restaurants",dRyWHUijsNAcuhO6eyPUEQ,Hurricane Grill & Wings,-112.30403759999999,33.6399115,3.5
"Salad, Restaurants, Desserts, Mexican, Food",YM-nYIHd99qUt9n62AxIAg,Carlos O'Brien's Mexican Restaurant,-112.05716540000002,33.552592499999996,3.5
"American (Traditional), Burgers, Ice Cream & Frozen Yogurt, Food, Fast Food, Restaurants",ghp2PZEqav5y3iildRxGWA,Sonic Drive-In,-112.3491251,33.44136603,2.0
"Sports Bars, Bars, Nightlife, Restaurants, American (New)",AdB7a8eo7uK_Fq-aX6_l8g,Ammaccapane's Restaurant & Sports Bar,-112.0666878,33.60943809,4.0
"Barbers, Caribbean, Beauty & Spas, Hair Salons, Dominican, Restaurants",liT6AMDdhYzk_W7PaeBuxw,House of Barbers & Stylists,-111.8583025,33.3200036,4.5
"Restaurants, Pizza",Sh-XzCG2pZ59g85kjROciw,Giant Rustic Pizza,-111.87384499999999,33.6198341,4.0
Restaurants,cUg_W6LhLdisAYA-Ut23fg,Times Square Pizzeria,-112.18475090000001,33.534925300000005,5.0
"Breakfast & Brunch, Restaurants, Salad, Food, Sandwiches, Event Planning & Services, Soup, Grocery, Delis, Caterers",I7HGSg1OfAbO9X-mbDYdxg,Shorty's Sandwich Shop,-112.0001763,33.4066905,4.5
"Fast Food, Chinese, Restaurants",Dxx9L6_wyfjiZieJJurptw,Panda Express,-112.27730559999999,33.465335100000004,2.5
"Burgers, Steakhouses, Restaurants, American (Traditional), Barbeque",91H2OMyaoyTLuQjVDmJsag,Texas Roadhouse,-112.36833200000001,33.65198,3.0
"Restaurants, Italian",zaotMgByfU9_RnxpTeqVeg,Andiamo Bistro,-111.908055,33.538033,2.5
"Steakhouses, Restaurants, American (Traditional), Seafood",TkEMlu88OZn9TKZyeY9CJg,Mastro's City Hall,-111.93192420000001,33.50139526,4.0
"British, Nightlife, Restaurants, Pubs, Bars",UESdOMLsXn_7WcwOZt7I3A,George and Dragon Pub,-112.07413829999999,33.4977731,3.5
"Restaurants, Chinese, Seafood",SaTA8vxwlX-IYKRRRQbxFw,Pink Lotus Express,-112.13388,33.6559721,3.0
"Pizza, Restaurants, Fast Food",SkdJFYlITwDsk5FYH-s7OA,Little Caesars Pizza,-112.07288319999999,33.38432112,2.0
"Fast Food, Tex-Mex, Mexican, Restaurants",LSm9EJwq-i1CpssEmhOccA,Taco Bell,-111.809931,33.335133,2.5
"Restaurants, Coffee & Tea, Food",Net_BZG7t8JRLjXxNtvyNg,Xtreme Bean Coffee,-111.91102839999999,33.39261389999999,3.5
"Restaurants, Indian",MJlq5AuCkRjz31sKspxp1g,OM Indian Bistro,-112.0982158,33.65527291,2.5
"Thai, Event Planning & Services, Restaurants, Asian Fusion, Caterers",7eJ5j1paJciRBPbRYU8u1A,Bao Chow,-111.940597,33.3926054,4.0
"Barbeque, Restaurants, Korean",F50ddp5IYriKeasybFYfSQ,Manna BBQ,-112.2339774,33.636894899999994,4.0
"Bubble Tea, Vietnamese, Juice Bars & Smoothies, Food, Restaurants, Coffee & Tea, Ice Cream & Frozen Yogurt",uOlI0AgDsEdeWNYAZTJxIQ,Urbanh Cafe,-111.8740989,33.336118400000004,4.5
"Sports Bars, Chicken Wings, Music Venues, Arts & Entertainment, Food, Bars, Burgers, Nightlife, Karaoke, Restaurants",Sg36zmOvyPAmuz6vME56Vw,Ole Brass Rail,-112.00008319999999,33.4807647,3.5
"Pizza, Restaurants",iHQoddqWSJxh61Xp2srj1g,"Rocky's Eastside Pizza, Subs & Wings",-112.03048970000002,33.4942481,3.5
"American (Traditional), American (New), Restaurants, Local Flavor",X8afgZvsbep5QUosmDy50Q,Thunderbird Roadhouse,-112.13453290000001,33.60952704,3.0
"Mexican, Restaurants",dHmLezNmX-VW8_Hfryv5tA,Taqueria El Guerrerense,-112.02508300000001,33.466091,3.5
"Restaurants, Indian, Pakistani",aRRV_ZbRiD65SIi7vAY-iA,Zest of India,-112.0113666,33.6275895,1.0
"Restaurants, Mexican",bo05yEhBVDA6YFOST_Gqlg,Machete Azteca,-112.13531809999999,33.61038718,3.5
"Ice Cream & Frozen Yogurt, Food, Cafes, Restaurants",ewFyogPYvUg-kLs3zbU_RQ,Karen's Kreamery Café,-112.3260929,33.5748903,5.0
"Mexican, Restaurants",R5WkKWo9ae2gN2feWtB_4g,Serrano's,-111.68419170000001,33.396510600000006,3.0
"Financial Services, Check Cashing/Pay-day Loans, Convenience Stores, Food, Restaurants, Mexican, Currency Exchange",p6FPcgLymnpk_gAyQuW_Mw,El Paisano Market and Laila Check Cashing,-111.92256359999999,33.4164308,4.5
"Gluten-Free, Pizza, Salad, Restaurants",AtZuw9MsU1lTdWo3DJAzWA,Fired Pie,-112.03256999999999,33.379335,4.0
"Sandwiches, American (Traditional), Salad, Restaurants, Soup",KPfwWn0wcf482l_T9G6Q3g,Cafe Zupas,-112.2198587,33.63996097,4.0
"Latin American, Restaurants",pY3iKymBYYfdM_ijlylpgQ,Cisco's Grill,-112.085554,33.451613,4.5
"Restaurants, Fast Food, Mexican, Tex-Mex",jom1Jo6Uufn64Rz6payYSg,Taco Bell,-112.065078,33.563109000000004,2.5
"Caterers, Event Planning & Services, Restaurants, Fast Food",FlJ3Add2GgFaIsWntgum0g,Chick-fil-A,-111.68766200000002,33.327139,4.0
"Food, Coffee & Tea, Restaurants, Fast Food, Burgers",E_eZJP4DEj2euBT0VuO2tQ,McDonald's,-111.754874,33.29718046,2.0
"Restaurants, Mexican",XcOy_IMkPO9jGBox6mHT8w,El Original Tacos Jalisco,-111.9351817,33.4832792,4.0
"American (Traditional), Restaurants, Southern, Breakfast & Brunch",AD5r187-LD836JW6ERa9Cg,Cracker Barrel Old Country Store,-112.2599175,33.538157,3.5
"Vietnamese, Restaurants",mRKmp_d7y_QaY_KBmJCTNA,Pho Viet Nam,-111.8463429,33.3345446,4.0
"Fast Food, Grocery, Food, Event Planning & Services, Caterers, Mexican, Restaurants",lEV5bK-i6w_727MSgKksKQ,LA Fiesta Market,-112.34853909999998,33.429258600000004,4.0
"Restaurants, Italian, Fast Food, American (Traditional), Sandwiches",wrcfLni9nmJK46Wb4XMkaQ,Arby's,-111.9801718,33.6006294,3.0
"Tex-Mex, Fast Food, Mexican, Restaurants",wAXYLmHuysYTz8i4VPKmaQ,Chipotle Mexican Grill,-112.0676247,33.6399644,3.0
"Restaurants, Pizza",qGK-qRgJ0Hzz6z20BSFFAA,Little Caesars Pizza,-111.72043700000002,33.3056349,2.5
"Nightlife, Pizza, Food, Restaurants, Bars",h0ac6veyDcX5OsiQd5Y1Rw,Gus's New York Pizza & Bar Mesa,-111.6829133,33.452238300000005,3.0
"Beauty & Spas, Hair Salons, Restaurants, Pizza",gjb453dBNIG7VC_NLlMHXw,Salacia Salon,-111.79182560000001,33.2753168,5.0
"Restaurants, Sandwiches, Fast Food, Burgers",L76XdxZbQEawWvwtUE7MDQ,Arby's,-112.255523,33.578019399999995,4.0
"Wine Bars, Nightlife, Restaurants, Mexican, Bars, American (New)",Q5CFijcygcSLxALuRl4tyg,Sol Diablo Cantina,-111.93539129999999,33.42481198,3.5
"Restaurants, Asian Fusion",VA8U5fV5rgBix0H5BpkkJA,Oasian Noodle Bar,-111.7537779,33.3806084,3.5
"Pizza, Sandwiches, Chicken Wings, Restaurants",y4ANVlBUkqjqS1J6dOM0vQ,Papa Sam's Chicago Style Pizza,-112.2187951,33.5809374,2.0
"Restaurants, Nightlife, Gastropubs, Food, American (Traditional), Breweries, Bars",9NaZIhfRPkxRJn1eA9zrTA,Saddle Mountain Brewing Company,-112.3955378,33.45656788,4.0
"American (Traditional), Breakfast & Brunch, Restaurants",WulCmMT3OpYjqms71v-A2Q,Culinary Solutions Cafe,-111.9292152,33.36502419999999,3.5
"Do-It-Yourself Food, Restaurants, Food, Pizza",7CQsM9nN53hOWRzBPSesJw,Papa Murphy's,-111.94057839999999,33.39392069,4.0
"Middle Eastern, Restaurants, Kosher, Mediterranean",bJWujT6cMgdUP-aXy6AitQ,Paprika Mediterranean Experience,-111.927548,33.585636,4.0
"Middle Eastern, Bars, Restaurants, Hookah Bars, Greek, Nightlife, Animal Shelters, Pets, Lounges",Xgk-d2x59qhPxOsuCKeShw,Pita House,-111.92564879999999,33.494262,2.5
"Restaurants, Mexican",iOUcvayK5jkO7hAE6qOzlg,Irma's Mexican Food,-112.2610119,33.45007460000001,3.0
"Mexican, Restaurants",Scs-a2ybPdeT_mb7uZyLkQ,Centro Botanero Salsitas,-112.15210479999999,33.57019520000001,4.5
"Middle Eastern, Restaurants",s7QogEr22M2VclZ3jO789g,Baba-Ganush,-112.1025488,33.5236705,2.5
"Soul Food, Southern, Waffles, Restaurants",YPavuOh2XsnRbLfl0DH2lQ,Lo-Lo's Chicken & Waffles,-112.0739703,33.43537179,4.0
"Restaurants, Pizza, Fast Food",#NAME?,Little Caesars Pizza,-112.09477720000001,33.5081735,2.5
"Japanese, Modern European, American (New), Restaurants, Ramen",fI9ErCUGY8rXRPBbatcxMA,Posh Improvisational Cuisine,-111.92655,33.506543,4.0
"Restaurants, Food, Bakeries",AEZjTrJg8r72aYNjniqSNw,La Reyna Bakery,-112.13550670000001,33.465785,2.5
"Sandwiches, Restaurants, Food, Coffee & Tea",5IWmnF7jphRxFYkgr6InNw,Java Me Craze',-111.9320913,33.5026882,4.5
"Restaurants, Buffets",7I6heMTBTG3i_M6zZYJQRQ,China City Super Buffet,-111.70141100000001,33.393419,2.5
"Restaurants, Food, Beer, Wine & Spirits",8Qz2nxwkjwhRxkeReQtcSw,Jug 'n Barrel Wine Shop,-112.18627140000001,33.6538701,4.5
"Breakfast & Brunch, Restaurants",3ECzwGadPQdEgNhGCDsXyQ,The Breakfast Nook,-111.98271240000001,33.7657096,4.0
"Japanese, Restaurants",EL3cj9qG8CIS-sqS-t3dRw,Teriyaki Experience,-111.9043028,33.4329724,2.5
"Sandwiches, Restaurants, Salad",nrJHoyHClxK4zJp99VOshA,Blimpie,-112.1507068,33.6102682,4.0
"Restaurants, Southern, Soul Food",aDYj8TDy9NtG6q8GEBD8jA,Fat Daddy's Down Home Kitchen,-112.0106146,33.3781837,3.0
"American (New), Restaurants, Steakhouses, Spanish, Tapas/Small Plates",R2fjCEHav7HqIhfBRDWQ9Q,Talavera,-111.8537854,33.731996,4.0
"Food, Restaurants, Desserts, Food Stands, Patisserie/Cake Shop, Food Trucks",O6k6ZNlekrvKijx1rnii2A,Fantasy Funnel Cake,-112.2026347,33.664516,4.0
"Tapas/Small Plates, Bars, Nightlife, Restaurants",2hO-2tBcwZOhsbf64LcfWw,Tempe's Front Porch,-111.94041599999998,33.429167,3.5
"Restaurants, Food, Bars, Italian, Nightlife, Beer, Wine & Spirits, Pizza, Wine Bars",IkLAUX7lZIWqE9_YC66SRw,il Capo Pizzeria,-111.92230009999999,33.5841115,4.0
"Mediterranean, Restaurants, American (New), Vegetarian",drYgdLcfKwFvB-EMiAVV5w,Pita Jungle,-111.7563747,33.3850804,4.0
