,Unnamed: 0,business_id,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
1821,1821,1VQJyXwDakcHa-RZUCUe9w,17,19,23,19,30,17,25
1822,1822,1VYwqxh9WrFX8HHL0UWFkQ,0,0,0,0,0,0,1
1823,1823,1ViZu60qPK0KcPJuJb6b1A,8,6,4,9,8,14,8
1824,1824,1W6lcUVBBBbp6WobpJ0yMw,4,4,71,1,3,3,2
1825,1825,1WBkAuQg81kokZIPMpn9Zg,33,31,26,21,39,73,67
1826,1826,1WHM7EnTMSjteM9UEr86tA,45,41,55,51,52,89,26
1827,1827,1WZJWoDKbJFp5-3qQRJDWQ,9,25,14,10,15,0,0
1828,1828,1WZ_sfAL_I_clf4QY_Bolg,0,3,1,0,0,0,1
1829,1829,1WpnMTyWtLmnGCkAfRPsLA,1,2,1,3,2,1,1
1830,1830,1WrEe8DuM6tzCLDMsfUkiw,3,1,0,0,0,1,0
1831,1831,1WrRUZ5vvyLhzoSj2Rtr8g,0,0,0,0,1,0,0
1832,1832,1Wx_6HgJ_RjxFrk_syhbvw,0,1,0,4,1,4,1
1833,1833,1XFFW1qzcNyqNNaEE23SfQ,0,0,0,1,1,0,0
1834,1834,1XOty79t4o_e3v0OOw8LTA,4,5,4,5,5,3,0
1835,1835,1XT-u7Dbhe1P3DYauzxTBg,0,1,0,0,1,1,0
1836,1836,1XVAnB6BTCSlk89LW_jgfw,18,16,17,13,11,16,13
1837,1837,1XlGAGR-kXfh9J7PRkltfA,4,6,10,3,2,1,0
1838,1838,1Xq-uvhABhp_DODQdMmpPA,2,0,1,4,1,2,0
1839,1839,1XsgDJUjnlQO6hbVMQF8EQ,4,0,1,3,1,3,0
1840,1840,1Y3tlPo1Vjdy2UHihdDvqQ,0,0,1,0,0,1,2
1841,1841,1YBVTE1mKKLYhr-57iWFTg,3,2,0,6,1,1,7
1842,1842,1YBpnyR_VlJNjrUzNVXYDQ,2,2,0,6,5,4,1
1843,1843,1YJ66wFUqtRxRKnCn19uqQ,0,2,1,3,1,5,0
1844,1844,1YLAiOoVG_whwBUj-yxBTQ,0,2,1,0,4,0,0
1845,1845,1YQaI6yyWa8jSzP0jJX0tw,76,55,70,75,77,67,61
1846,1846,1YdO6O1iEqhHTM-N0K5pHA,0,0,1,1,0,1,0
1847,1847,1Yk-GnszDT9g1E1jnD1sIw,18,6,11,9,23,22,17
1848,1848,1Yrh7tPx6IzS9eJCHjA4GA,0,0,0,0,0,0,1
1849,1849,1Yt7sBqp5XKjscali-CiqA,0,1,0,0,0,0,0
1850,1850,1Z0_qM_IOOM1QrqkxXTjbg,5,2,5,4,1,13,5
1851,1851,1Z4_zSITNVQ_Bt027R0S1g,131,88,134,162,226,395,420
1852,1852,1ZCtAVoNCKDihfZeVR_OQQ,4,1,3,1,1,2,0
1853,1853,1ZRZUM_0pU9IQhN_GegdSg,5,1,3,4,5,8,45
1854,1854,1ZUszwN0CVPMcLuGe0UAMg,55,73,70,63,80,119,108
1855,1855,1ZZoKT0Fp3VT9SzHGx2LlA,1,2,3,2,1,1,0
1856,1856,1ZgqJjtb91E9tOKhKrzsuw,55,52,65,68,71,133,122
1857,1857,1Zj-3vHzbuhCOdO1sZVXlQ,0,0,1,0,0,0,0
1858,1858,1ZsjYgvmtiwZameWm1sCrg,1,3,3,0,4,5,2
1859,1859,1ZusRIDxNN0JKQtuGqq_xQ,187,209,182,184,263,362,287
1860,1860,1_1mz8dMHdI-oaChg6tzaQ,0,0,1,0,0,0,1
1861,1861,1_2I3175jm3VmRsI6VYjDA,0,2,3,3,2,0,4
1862,1862,1_3Ky5jhxvyoZifOjItuvw,0,1,0,2,1,2,1
1863,1863,1_4vi3UZW-Cb__Gp6gkBQA,1,0,0,0,0,0,1
1864,1864,1_5fQbRHciJUinP27yWBww,3,2,6,5,3,10,0
1865,1865,1_8L4ago8-ht0ckNO6ITgA,3,3,3,3,10,0,2
1866,1866,1_Bwp-442E_YWFimEEzhVw,17,29,21,13,32,59,6
1867,1867,1_JxAlgAaCKwwbJ7rmUXog,27,24,25,23,27,46,48
1868,1868,1_NbrMglGWGdy48atfi9cQ,34,27,45,40,43,111,97
1869,1869,1_QvyrhHsAEowZv7ImU3QA,1,2,0,2,1,6,6
1870,1870,1_WfF9pNoNeWe233CeqE1Q,25,42,28,52,39,56,54
1871,1871,1_XieTGcu829D7eN_cHiow,49,47,36,43,61,41,8
1872,1872,1__Ho-KbFfkRHqF_vHBdZQ,0,0,0,0,1,0,0
1873,1873,1_i24y-C4m2ILoEQoiHufA,1,2,2,8,1,12,13
1874,1874,1_jc2ro-aYy-8CCsXycUsg,1,0,2,0,3,2,2
1875,1875,1_lpNv75KjbjyoQTxUFD5Q,0,0,0,0,1,0,0
1876,1876,1_rKcIWq0baxOju3wJzprA,1,2,2,2,2,4,5
1877,1877,1_v_fooGLY3FQkO5tH3m-A,39,24,16,22,40,77,78
1878,1878,1_vpfu3RxcnX5z54vmnOMg,4,3,3,6,6,2,1
1879,1879,1a9YViZDThy3VqBnGOatmQ,195,133,155,167,206,308,370
1880,1880,1aAWv9j_G6oKwHSFYbereA,1,1,4,2,2,5,8
1881,1881,1aBPR_-61MjdQGRI-I83Cw,1,1,0,1,0,2,0
1882,1882,1aBzB1B3d1X8J0V4bvdHZw,258,215,218,186,227,329,319
1883,1883,1aNKpyF9P9_AjLN2lsGToA,12,0,1,6,0,0,0
1884,1884,1aVqiz43klXaFJUUx0H5fw,98,137,113,121,184,197,178
1885,1885,1ajvYjRZTqUr85rHcdkh6w,0,0,1,0,2,0,0
1886,1886,1aylZ9GsfZEddveSCwhJGg,1,1,2,1,6,2,0
1887,1887,1b-n3ILUZFYK-RvbLuTtIw,0,0,0,1,2,0,1
1888,1888,1b3UpJHRKiTWfRpiAr-tJQ,10,7,14,3,14,5,13
1889,1889,1b5-h3IKooQ3pQjXck6gGw,0,0,1,0,0,0,0
1890,1890,1b8d2CqGcfF3Hz0vixQSUQ,0,1,1,3,1,3,1
1891,1891,1bBODLZt3o0q22zw8ynFOw,1,1,0,0,0,0,0
1892,1892,1bGR-dlY6KjlXGbn1vti2w,0,0,0,1,0,0,0
1893,1893,1bNSx_0ch8QooUYAVIkOiQ,0,0,0,0,0,1,0
1894,1894,1bPpD-bpY6K9O1WgUqoxYA,24,11,18,11,15,25,7
1895,1895,1bdr7sDTZvIPDpLlUqUohw,3,1,3,1,1,5,3
1896,1896,1bmaA8Ln2oQqyLfJ6mJ84A,0,0,1,0,0,0,1
1897,1897,1bmaAZPwBVX45WgMTQ_Wjw,12,9,14,8,5,7,9
1898,1898,1bmk2pI0oCHmOG3zuCikUw,3,1,4,3,7,47,0
1899,1899,1brdn-zjhKbQlHzmMAFCEg,0,3,0,1,1,1,0
1900,1900,1bsOHFKEOpLc8fX7WESdhQ,0,0,0,0,0,0,1
1901,1901,1buqH6E5R2jPOrTQDF6sFQ,5,7,3,4,3,4,3
1902,1902,1bvgkjbPuboyua14E15t-Q,2,0,0,3,5,12,7
1903,1903,1bxJcRAF-2wDY-QbiTCqPQ,5,4,2,4,1,7,16
1904,1904,1c5DHebpXOuyAP-Pgm414w,12,14,29,7,12,14,16
1905,1905,1c9IgD8iVQcp6IuNz1odVA,0,0,0,0,1,2,1
1906,1906,1cK4yVDKxlphPtryHUXe_Q,6,4,9,7,8,4,2
1907,1907,1cQUDlHvfOvSo_WmJIS-MA,0,0,0,0,1,0,0
1908,1908,1cSardymuhLCf-C8eoBSZA,1,5,2,0,2,4,0
1909,1909,1cSyaBO99dCt4Kerg5SXUw,37,25,28,18,25,48,31
1910,1910,1cXhSIIuwfAyd0dRZWuULw,0,2,1,2,1,1,0
1911,1911,1cZXpB-nLiSfmoUyNYfrrA,0,1,0,1,0,0,0
1912,1912,1ciLSKXkKd2nHgRyDikyxQ,6,6,6,2,5,12,3
1913,1913,1cl8ti5S8cJLHGetUe_s6w,1,2,1,1,3,0,0
1914,1914,1cmGPtkf173LS4XuFkzADQ,2,1,1,2,3,1,1
1915,1915,1co1V6gLYA0D_4D_YZJxGg,6,2,1,0,3,0,0
1916,1916,1cwYKUoOGbgnq-wRfO2PIQ,3,1,1,1,1,2,3
1917,1917,1d-2lmN5Pc9P610dOx5mBg,0,0,0,0,0,0,1
1918,1918,1d21FqBXngcML-lq0CjFKA,0,0,0,1,0,1,0
1919,1919,1d6c6Q2j2jwVzBfX_dLHlg,385,488,456,522,512,310,358
1920,1920,1dAQDErfIsRsQWAeuyn3Cw,0,0,1,0,1,2,1
1921,1921,1dCOhK127hDRdLfWaI8vNA,0,0,0,0,0,0,1
1922,1922,1dCPyRx2sLSMP34T49a_wQ,1,2,0,1,0,0,0
1923,1923,1dHTh55GsaSnwACagLg2Fg,5,6,4,4,3,4,1
1924,1924,1dHf423KOSc4GF3aA4F86g,43,43,40,35,41,34,33
1925,1925,1dQqNZOjsXRx-UgJD0dpRg,12,14,9,16,12,5,6
1926,1926,1dV3qNEv8nNUAX1k3qdE2w,0,2,1,3,7,8,2
1927,1927,1dX0u7zsjizDvatHEutHdQ,45,39,33,47,54,68,80
1928,1928,1dcmVC-DwRn6vbXau2n0FA,3,5,5,2,4,12,11
1929,1929,1e1echv32lQ01jx2MHASDg,9,7,4,7,6,13,0
1930,1930,1e6Xtmd4BetTnsoRCK3J5g,81,68,62,81,81,92,56
1931,1931,1e7GXqhVDs0UXUofjTkVgQ,10,10,7,11,7,7,8
1932,1932,1eEeqCvRzfBInJ2ynQp4Nw,0,0,0,0,1,0,0
1933,1933,1eLwaTwLh2YMqbhvxYdBCQ,1,0,0,1,1,0,1
1934,1934,1eP424iQbOQqGjWtjA3qZA,0,0,1,0,1,0,0
1935,1935,1ePxLE7eU4kRoags_ytAAg,47,24,22,33,31,34,25
1936,1936,1er_XH-reBUETezx_EbEGw,0,1,0,0,0,0,0
1937,1937,1es8u2NyeuXpDqWaUXMbnw,5,1,14,4,11,7,1
1938,1938,1esh2qhODl_wchh5WaE-zw,2,4,1,1,5,7,0
1939,1939,1exA6nxqk8hN_mkLqUrmlQ,9,18,19,17,15,20,6
1940,1940,1exkETttojxwrYgrq3qMJw,0,3,0,0,0,0,0
1941,1941,1f5LjPFDA5gOlpUKsZ2crA,3,0,0,0,1,3,1
1942,1942,1f6pPCc1oSbQGNTV-S-3_A,0,1,2,0,1,2,0
1943,1943,1f7AEcZfKF7F4hvehrUqaw,7,16,16,5,20,20,0
1944,1944,1fX9x47Xm6vIr8sHxQHdsw,51,24,34,29,51,33,38
1945,1945,1f_-jV4oJsiNSgpy8SaF8g,1,0,0,0,0,0,0
1946,1946,1fbmathLrHz0J_KZa4dHXg,0,14,9,19,24,31,4
1947,1947,1fhYyEILdhKz_WVfjnijVw,11,3,6,2,8,6,8
1948,1948,1fikDHYd0Zh1ob8btVLUDQ,16,12,11,15,20,14,2
1949,1949,1fqRRtxI7mHEXyUE80UMyQ,4,0,6,6,17,21,13
1950,1950,1fsu5nUVYCIEPt7zDYwNIw,6,6,4,3,9,7,6
1951,1951,1g6AFMnXZAOc6Yb5l1tc0w,1,3,3,6,3,0,2
1952,1952,1gAEWHyEV4vWL7caADc8Gg,2,3,16,9,8,26,30
1953,1953,1gD5nfdbcG4lddbTcnMU8A,436,1163,1152,934,847,793,465
1954,1954,1gI8sqSu48dJZ0bynu0HUA,0,0,0,0,0,1,0
1955,1955,1gRWCpwBh1pL5ByiAo8T1A,49,34,44,45,32,32,28
1956,1956,1gZQHfQgePCuLiwBBJcwgw,1,0,0,0,0,0,0
1957,1957,1geTYdwDNBo3w6BUl8JOOg,5,3,0,2,5,15,3
1958,1958,1gjPNoqhYa-bkB2e2z51Yg,3,1,4,2,1,6,2
1959,1959,1guXy9zezoqBX-bxnT_F6Q,11,23,22,38,35,43,38
1960,1960,1gv75157KTKUVueggL5zjw,0,0,0,0,1,0,0
1961,1961,1hBCXA5IsIYH9m_Y1c4t6w,0,1,4,1,1,1,0
1962,1962,1hFm0ySHQ8bDHWN44RpCYg,0,1,1,0,1,0,0
1963,1963,1hK-B5OL7KGemWYiHOCN4g,1,4,3,1,3,3,1
1964,1964,1hLyowQNFM1tawaA0cmi4g,0,0,0,0,0,2,0
1965,1965,1hZD63jpfiiod1fSD0J8WQ,7,3,0,0,3,6,9
1966,1966,1heHNQIZiHL23rUsVhOmWQ,157,209,241,223,232,361,273
1967,1967,1hgl8IjGI9VQZMuJ038RfQ,0,0,0,0,0,0,1
1968,1968,1hholZSil8Yktp8Cc1nAGA,3,2,3,1,1,5,2
1969,1969,1hkksm102yQY1DyfTPSzmA,104,141,99,110,129,164,180
1970,1970,1hlD_nCHHSHTCHEKHz7A3A,0,0,1,0,0,0,1
1971,1971,1hlwL5E035WQfB7Zb2mLUw,0,0,0,0,0,1,2
1972,1972,1hpafheVIWMm4n8cRpLM0Q,3,3,3,2,1,1,0
1973,1973,1hyCCKi1QHHxQDXI8je2YQ,3,7,7,7,6,10,5
1974,1974,1i0ws5ON250Gr5aQNG8XSQ,0,0,1,0,0,0,0
1975,1975,1i99NY05D4LzrYWJ8F2X6Q,3,5,6,3,4,9,0
1976,1976,1iDBWrwjfk4w_ThhL_qTYQ,3,2,3,3,4,0,3
1977,1977,1iHbXiDq_j6Bk1kDaCMjqg,0,1,0,5,0,1,0
1978,1978,1iYH4CM2yARxHlYDiD3h7g,3,2,0,6,3,3,9
1979,1979,1iZ5ZFkvICNjrpJvQud6Sw,0,0,0,0,0,1,0
1980,1980,1ibcr-sgeUXJNAE51Czjpw,0,0,2,3,5,1,2
1981,1981,1jAvPVidYZHA9e1UJWORGQ,13,22,14,3,12,0,0
1982,1982,1jHjiEo3mVqd73a7-dm8-w,1,2,4,1,1,1,0
1983,1983,1jJKCZE9aegTOH2I7Q_PpA,0,0,1,3,0,0,3
1984,1984,1jJc0TWCaA7BZ7eX7xQnzw,0,0,0,0,2,1,1
1985,1985,1jUjSz3SJ6nAabDNo938Ew,13,1,8,4,2,9,0
1986,1986,1jaJZ539aulplpOA9xAClg,0,1,1,3,1,2,0
1987,1987,1jcVc9MRxXJQeSzfj1olZg,2,1,5,1,4,29,5
1988,1988,1jecxOXADRfillj0eM2NMQ,0,0,0,0,0,1,0
1989,1989,1jmCIARIXPYom_hSw300JQ,20,17,21,17,28,41,12
1990,1990,1jr0NMt19m4DwoYW4YhQ2A,84,89,57,77,63,110,107
1991,1991,1jv0R9PAv-u4Fcm5NQkqpQ,62,42,59,37,44,32,52
1992,1992,1k53JbU9dNU0NvyBYKLhNw,1,0,4,4,4,3,2
1993,1993,1kAJk5qnxmzthbd_y6UKZg,1,0,0,0,1,1,1
1994,1994,1kAzp9SQFb9_uSgVespEdg,1,0,0,1,0,0,0
1995,1995,1kDS1homhHy0gr5N95oGzw,3,2,4,3,4,8,7
1996,1996,1kUjJHO_Kwthd7jCDozuYg,0,2,1,1,2,2,3
1997,1997,1kfUwCNufdkEtxOOo6CDLA,16,30,61,102,146,213,205
1998,1998,1ku0t5u7dCAE0g-pZDQdAw,79,45,58,60,78,93,106
1999,1999,1kvZDub-yS2rKHmxpSXy9g,0,0,0,1,0,0,0
2000,2000,1kvrsDz_5ATKQBguHfJzaA,27,20,29,19,23,98,80
2001,2001,1kyKAAmZ2Y16UgOPHAQFxQ,4,1,2,3,7,1,1
2002,2002,1kytABjYhj3naF4vLQEbYQ,65,80,100,71,88,97,76
2003,2003,1kz3pNl51UYEXi4inIn4Cw,1,2,1,1,0,1,1
2004,2004,1l-6sFjSKgQ7zIlvlX8uiw,2,4,1,0,0,0,0
2005,2005,1l1xbVgzRBr48dK6KHCL0w,3,0,0,2,1,2,0
2006,2006,1l57kJP77eF0M_nG2dWFrQ,2,0,3,1,1,0,0
2007,2007,1l7gJx3BVWBZ8Wx1vPCkeA,47,72,77,70,93,134,118
2008,2008,1lAV0CZdveG9tYlZZfWjCA,13,21,12,13,25,24,20
2009,2009,1lAfBPghaWqJiDeM96kRYw,2,15,11,10,6,1,0
2010,2010,1lVql9aSfzLwAy6Nj3IU0w,1,2,2,0,1,0,3
2011,2011,1ldUu7bU7SdiHj6ublLd1Q,1,1,2,0,0,4,0
2012,2012,1lmu_At_AFkgSWpNo0NZGA,4,4,6,4,20,5,1
2013,2013,1lxBO6qIHLcFl1WTQp-Ftg,0,1,0,0,0,2,0
2014,2014,1m-cfQ3iLZvQw893F13AzA,1,0,4,4,3,5,3
2015,2015,1m8rXdwUE8ThQSCSNXCaIQ,0,0,0,0,1,0,0
2016,2016,1mUgIuQm2jrz97eBmPRzDA,6,3,1,1,5,0,2
2017,2017,1mevg35inXfWjQKNbBQGKg,36,34,40,39,30,79,62
2018,2018,1mkDrJRu3VABKy95gxD-Hg,1,1,2,2,2,2,1
2019,2019,1muT5zEqoC4qp9ms08qJtQ,49,28,26,28,44,77,66
2020,2020,1n1Xr-xlPcK8c96fVV1D8w,0,1,0,0,0,0,0
2021,2021,1n3hAKaOajANcMQZOt1IOg,27,24,20,36,47,83,62
2022,2022,1nPafOv-9u5IqK4myGkAig,0,3,1,0,0,1,0
2023,2023,1naHZEDEPpDNFuYmG9OwNg,3,6,5,9,11,17,5
2024,2024,1nhPU1FP-yrI_9UufQQcQg,3,7,7,7,6,10,12
2025,2025,1nno5CjwR2JwUHMGZp2AzA,4,3,2,4,1,8,9
2026,2026,1o03kXj4zA-_SvN1HfqNyg,8,10,18,15,17,24,7
2027,2027,1o2G_tqc-awFltCORrMWBg,13,16,18,22,22,22,18
2028,2028,1oCmeE2APrV3IDblqRnSSw,0,0,0,0,1,0,0
2029,2029,1oDT4ro2VRQPhVKa1x883A,0,0,1,0,0,2,0
2030,2030,1oDXs6lJaUUiAjWK06db5w,0,0,0,0,1,3,0
2031,2031,1oNL56rWwMdUDTb_SWKpkg,9,12,6,7,8,25,24
2032,2032,1oOK2jiiQ0Pd1B7TT3Z0Zw,0,0,0,0,1,1,0
2033,2033,1oTsr0b56-CiItIYOu4B4w,1,2,0,0,3,0,0
2034,2034,1oZGUQSPp4fIIX9U5SRaPA,0,0,0,1,0,0,0
2035,2035,1odCLkqn69BdZ8hO7hxzWg,0,4,2,9,7,6,2
2036,2036,1ofuWPYnHDp01c11BQog9w,1,0,1,1,1,0,1
2037,2037,1oyjaOnK_FA4zD3XU-c7hA,1,1,0,1,1,3,0
2038,2038,1p76_EWPbPcTprNrEVw3-g,16,28,22,19,26,69,70
2039,2039,1p7cnSaNtB_9F8vj7Nr5HA,11,16,18,17,19,9,6
2040,2040,1p8fMX1eeXE7FOTcvec0ZQ,0,0,0,1,0,0,0
2041,2041,1pAwFPYudi3uN7l107-zbw,0,0,0,0,1,0,0
2042,2042,1pMM6LDU9OxBBdDB15gg1A,4,5,3,7,6,12,1
2043,2043,1pSnogYq1-nuDlZJ1_XWqw,2,1,2,2,0,2,2
2044,2044,1phJezq7O9-rQRd9HJCqFg,34,36,30,19,41,48,44
2045,2045,1pha3-IvXY5DPhWBkQFaXA,1,2,3,0,3,1,0
2046,2046,1pm04v3jhOCDJjSMWiZSTQ,7,7,7,9,8,4,1
2047,2047,1pqhNqQdHqy3Vt1VooiSrA,1,1,1,0,1,0,1
2048,2048,1pytOeO_PhT4EVpk2MXQBA,9,8,12,15,17,38,25
2049,2049,1q2Ke2-hMY56rAsbxc5hHQ,0,1,0,0,0,1,0
2050,2050,1q7u8lwPECBdaduLpz1CFA,0,0,0,0,1,0,0
2051,2051,1qSfV_viiwrcv7NMJ8r_2g,2,0,1,2,2,0,0
2052,2052,1qU5pM4TooJiU8GxtU-_dQ,5,6,4,4,7,6,17
2053,2053,1qZpjP99lRy10lOprX37Vg,3,7,2,1,3,2,2
2054,2054,1qd-bk_dx_ZbmoQSbNUuVA,0,1,0,1,0,2,3
2055,2055,1qgY5UpjJq4_SvOZLVnQ8A,1,3,1,5,2,0,0
2056,2056,1qkKfqhO8z2XMzLLDFE96Q,35,90,86,134,138,186,193
2057,2057,1qwkbN3wu3AGDxMTXVz2gA,347,290,514,525,574,1067,1096
2058,2058,1r9lpt5r9l4uJxLLyt6QBw,7,12,7,9,12,19,16
2059,2059,1r9xmPVZqsiTNQr_FAcs8w,31,7,28,21,23,51,69
2060,2060,1rbb8ntTOpSolQv60CGcsQ,9,7,6,15,17,6,4
2061,2061,1rebduwtmrHQhl32djRS7A,82,99,109,111,95,111,16
2062,2062,1rffqoWt-urAJIcOAEEL0w,2,0,0,0,0,1,1
2063,2063,1ri2iA__qQQJcvt_aYg5Xw,3,1,2,2,2,7,0
2064,2064,1rr5GmTTcnAPl6uKLVLWQA,1,0,4,3,2,2,3
2065,2065,1rtNepf53Wkl0ghLXaQOmA,0,1,1,0,0,0,0
2066,2066,1rzLbbgM_fVVfqpXaU182A,0,0,1,0,1,1,0
2067,2067,1s28O8UuTAmJb5IDz3MY3w,6,2,4,1,6,4,3
2068,2068,1s4ZNj1pyi8o_AHX2-88qw,6,6,4,7,13,16,7
2069,2069,1s7471496i2LbUauXYAI4w,2,4,6,5,4,0,0
2070,2070,1s8Zu9irOTZtW88ca9P41Q,3,0,2,0,2,0,1
2071,2071,1sdwgcMd1BNlzw-wz3TXKQ,48,25,31,57,99,216,203
2072,2072,1sgq0n74cMWWeTbXr4bGOQ,10,11,4,2,9,2,0
2073,2073,1sv3rfOPMlTzqd8J0Ay4MA,17,14,12,18,15,12,10
2074,2074,1szcWkR-IV3qMyrW0rNpJg,0,0,0,1,2,2,2
2075,2075,1t0tQu9VbWPlUn6bBzTasg,2,3,0,3,3,5,4
2076,2076,1t22pr2P7t4NaXuqbSCMZA,104,217,217,192,173,168,116
2077,2077,1tFY0vj7pT-r2wVBBBrOOA,2,2,6,2,1,1,3
2078,2078,1tNBmZIRuYmYj3FuD7mItA,1,1,7,4,1,0,0
2079,2079,1tT8Wvj1CXuzTUkVYIU5UA,0,0,0,1,0,0,0
2080,2080,1tcw9UboRe2eZZavjZ60HA,28,32,27,36,26,41,52
2081,2081,1teFm9hpEt8lKV6OY7P9bg,49,35,57,61,58,67,63
2082,2082,1thLC93uCmmNvxxzxNoZag,0,0,0,1,0,0,0
2083,2083,1tnnwS_2paNSGwtH8CFxgA,0,3,1,1,1,0,0
2084,2084,1tq2OxLMv-yxhdKLa2f8QQ,10,15,8,8,8,10,7
2085,2085,1tseOIlX_EYd5Ca73LF1DA,1,1,4,3,3,0,0
2086,2086,1tuAZhyLMJ7Non9Olsi4Iw,1,0,0,0,6,0,0
2087,2087,1txbRmfsjxxOMyXs-NDLVg,15,14,11,10,1,0,0
2088,2088,1u55TjqMCbQeNUmyzDeO3w,0,0,0,0,1,1,0
2089,2089,1u7Ym2Xm_XLDJbL9gkbtzw,4,1,5,0,3,0,0
2090,2090,1uBywpm7YWpVyctNnAAzTw,1,2,3,0,1,0,0
2091,2091,1uClT6cpJjTgej4Dln4USg,2,1,0,2,2,2,1
2092,2092,1uCoWygbmehTJP8Su_3QVA,5,7,6,9,12,15,7
2093,2093,1uU4Y-NZPjORVj1__VI5hQ,0,1,1,2,1,1,1
2094,2094,1uWdan2seIsI5EwUQQ9WOQ,0,1,0,3,0,0,0
2095,2095,1uZqWA8jnfV3YoK2hK19vg,0,0,1,0,0,3,1
2096,2096,1uj0bdXWLIYTnFrpYdHGPw,6,10,3,6,5,19,1
2097,2097,1v0ewwv5QCUPmhuqvL2Imw,0,1,0,0,0,0,0
2098,2098,1v6V9SRbMcFdbXnuTJhuvA,3,3,0,2,1,2,1
2099,2099,1vBvO5QrLzbtg9MTMdB2EA,1,0,1,0,1,1,0
2100,2100,1vIWnKKgQhdvh6uyEJSJ1A,12,11,3,4,7,0,0
2101,2101,1vLf-v7foAu3tJ7vAEoKdA,3,8,11,8,10,28,2
2102,2102,1vPsTj5OLo1h1F3gZi1i-Q,1,0,0,1,0,3,4
2103,2103,1vYHYgBIzBDkqWn7LjFNWg,1,0,0,0,0,0,0
2104,2104,1vbCbxLvaHM0UlZ_88o18A,0,1,0,1,0,1,0
2105,2105,1vfLlw3kmQbJjHdiscyBAA,0,0,0,0,1,0,0
2106,2106,1vmGeIqXpbbfp7yH2iSXGw,2,6,0,1,0,1,0
2107,2107,1w6vx_9l8FEBnz5lhvX8pQ,0,0,1,0,1,2,2
2108,2108,1wBKFqiR3vN4-6lmwBGXAQ,0,1,2,3,2,5,0
2109,2109,1wJckBZ43wD3Y8SEm92c-Q,1,1,1,1,1,0,0
2110,2110,1wKDtEcEdwUWcvd67_Fz9A,0,2,0,0,0,0,0
2111,2111,1wTDO9RzgBErEDejBmNREg,0,0,0,0,1,1,0
2112,2112,1wU_10DtV6aJbGT26kATuw,7,4,9,5,7,4,6
2113,2113,1wXG16CQp7eoU_6svEsQSg,166,162,129,163,172,387,358
2114,2114,1wiv2BvvauMj8hS16UuEYw,183,52,425,228,217,346,453
2115,2115,1wletarIeb6n59dr-QyJBA,0,0,1,0,0,0,0
2116,2116,1x-Sg3v1gZIjL-DP-RfQbA,4,13,8,4,7,8,6
2117,2117,1x7quBnzVvOkKHtsPCWQeA,1,1,0,1,1,0,0
2118,2118,1x8_aJQ-iqvymhRK3SNbLg,9,23,45,18,18,27,13
2119,2119,1x95S7_W-xAhXJEPMXCjLg,0,0,0,0,0,1,0
2120,2120,1x9eXxQHJn4yYf20SVkNdg,8,7,4,3,12,22,24
2121,2121,1xCXihx-vOlJbcKnKI5sKg,0,0,0,0,1,0,0
2122,2122,1xJnn0Gn_TTSh9VeUjyaZw,3,4,3,7,3,4,1
2123,2123,1x_EqFN1KbR0skCClQEp8Q,2,5,0,1,3,0,1
2124,2124,1xgrNNPsLvtnlQpwFRutZw,1,0,0,0,1,0,0
2125,2125,1xw6RdWTbXzNu-BxCIivWQ,5,3,0,1,7,9,6
2126,2126,1y-KLm911xn8jZBCJfwfhQ,0,0,0,0,2,0,0
2127,2127,1yDg3q9jjHpwI1co3pw6QA,19,18,16,18,15,38,31
2128,2128,1yHK3JQk443toYb1gaHQUA,0,0,0,0,1,0,0
2129,2129,1yIedrVRAfAtsG2Fk0p9Fw,16,21,17,19,19,19,14
2130,2130,1yUEmzXnTWQYhmTcq8cfkw,0,0,0,0,0,9,2
2131,2131,1yYK5ux-X4f-MCVUMMCPAA,1,3,0,1,0,0,0
2132,2132,1yYPKKy7m2ssL8ydD3s1Hw,14,19,25,12,28,26,4
2133,2133,1yaXI6CyIvWbIR4rRsn9mA,0,1,2,0,0,1,0
2134,2134,1ycAWQb01FqxGGnH1jAYFw,3,2,3,0,0,1,2
2135,2135,1yjivab5J-OAwpQgxho85Q,1,1,1,1,1,1,0
2136,2136,1yuvxlRxl2jFCtbssB2Hzg,0,0,2,2,1,1,1
2137,2137,1z-CbRwYt6a5k3xQLa2SFw,1,0,0,1,0,0,0
2138,2138,1z2LH6CeT13o1GD_VkK01g,12,3,0,1,10,18,17
2139,2139,1z7c34NmOwKUqLyydCjs_Q,1,0,0,0,0,0,0
2140,2140,1zEaR1zGWrBIKKrJiKF8PQ,2,2,0,2,1,0,2
2141,2141,1zH3_Agw8CTgSmKgg4JNmg,30,28,23,24,26,2,0
2142,2142,1zIEkahfChNyOSu85pAdbw,5,4,6,8,3,12,11
2143,2143,1zYltl3s23LN7lxdqM5qmg,4,9,6,5,4,8,7
2144,2144,1z_l90NydQFJp9s5eYWkTw,0,1,3,4,0,1,0
2145,2145,1zbbaiy-YqePRnhWB1O7HA,2,1,0,0,1,1,3
2146,2146,1zc0tFuI9HPrAQmXosPvXw,0,0,0,0,0,1,0
2147,2147,1zd7jxpJXmNygpe7AK18wg,37,31,35,34,33,43,39
2148,2148,1zePaX9YWXsl_ngM9O7PsA,0,0,1,0,1,0,0
2149,2149,1zgcF2M_rXYdK03BTewM4g,1,3,0,1,3,2,1
