business_id,negative_review_count,neutral_review_count,positive_review_count
F-KtUAGPyUJ7lpt5k7fGWA,15.0,0.0,12.0
F-PmkzyN80fVcNMN8Z2aiw,190.0,16.0,92.0
F-ShCqyx2QBgaBQltToMPQ,6.0,0.0,1.0
F-TlMLvO9VBf42ZLnrI-zw,1.0,0.0,3.0
F-ULgBFmiSqG9udQmu6CCw,107.0,12.0,71.0
F0QpbOa_5VIgKesZ6KxvNw,12.0,0.0,7.0
F1PMcEIg-FHZvwhiUoFEgw,225.0,17.0,107.0
F1kR7KKP_cVVMpwXLkuQWg,1.0,0.0,2.0
F2F6rJ_SPo-lUhJ_AmufLA,115.0,3.0,48.0
F2L2f-ITjnHlqKRFQVFsVg,40.0,4.0,26.0
F2pmr87ltOnoxo47aeBg7w,5.0,0.0,1.0
F32DomX99ciCXRoxJ6poyw,11.0,3.0,2.0
F32Z-kI7ZJyGbjT8Vu3WOA,13.0,1.0,0.0
F3m6dsf_acFDukg2jreURQ,30.0,2.0,28.0
F48eofSH7P07WKdIzbLhZg,3.0,0.0,5.0
F4ABp0NMlkpZWxepU0U5wQ,16.0,3.0,16.0
F4w_GNeV62kxCkTrta7PdA,22.0,0.0,5.0
F4zvnOsgjEV9aVbKqBYRng,106.0,9.0,49.0
F50ddp5IYriKeasybFYfSQ,15.0,1.0,10.0
F53MSa5SYzO9BG8c_JhskQ,1.0,1.0,1.0
F5YzrBnOUDpgJkp9BK8cmQ,33.0,6.0,7.0
F5iUtmlMqPva4aUDz6xK6g,17.0,2.0,8.0
F6981E_sIQLhPzImbBagAQ,94.0,15.0,23.0
F6Xyqyoi_RCTc3mf00ip2Q,102.0,6.0,46.0
F6hmPPx5M6gSD_m8GMNX-A,3.0,2.0,6.0
F6rZDgYtqfjs9sQC6bv81w,24.0,0.0,7.0
F73T-N5lRNL2Gcpg0Q4KKw,173.0,14.0,88.0
F7odEhS7_jo1CmOHnZaHRQ,4.0,1.0,4.0
F7vD6BGJQ3nDdzlHTd_FIQ,7.0,2.0,4.0
F8K9XTK3WN0i4G_EIXzY9g,46.0,3.0,45.0
F8lic8uN9nhbRjEtAn-cqQ,23.0,3.0,13.0
F8xyyUMEU7s98zLhviR5gg,8.0,1.0,1.0
F9cXFXk60E2sz_YTSCFp_Q,95.0,11.0,65.0
F9v9bdFqp-GxMEjABRoDyA,25.0,3.0,14.0
FAIUM08fHNRbIH0fz8IANQ,15.0,0.0,2.0
FAgh943f9dir8IqSMhETFw,71.0,5.0,15.0
FBYYdKHgTG3uJwLfmV67ag,3.0,0.0,0.0
FC5eUQMtoDbtGfehz5uqXA,8.0,1.0,4.0
FDEm-c3NAXnTVtl-hgzAhA,64.0,5.0,36.0
FDpHB2ran-gABhOmMCOEvw,33.0,0.0,12.0
FFy_b5ylhCYUrAjbJSEvOw,39.0,1.0,17.0
FGJpnAGh_mjCYsJPVhV6kA,2.0,0.0,4.0
FGaaHr_krwaPGlD0mHPe4Q,127.0,9.0,41.0
FGzuLQlBWlhcI4lzqe__Mw,2.0,0.0,1.0
FHWI6EOBYbB4qBirHZo5AQ,23.0,1.0,14.0
FI-8LPGkc8D_hwx0l0zyyg,495.0,44.0,322.0
FIiArCxYXIhKbFvFRP5mvQ,1.0,1.0,2.0
FIr6iGroJz6OP1m9vo3f9w,59.0,4.0,42.0
FIsikYUtIBJ0BKT_Ig-GhQ,21.0,1.0,4.0
FJrI8DmhZX55GLS2eWasZA,108.0,13.0,74.0
FJyMLZc-ctJV4bHeu_AQ1A,3.0,0.0,0.0
FKNvQvsknpNSG26hVtzJ0w,71.0,7.0,10.0
FKj6537SERSe0SN8yI7-gA,65.0,10.0,73.0
FKwFWawN_tPiiRneoikcuw,5.0,0.0,8.0
FKyDrTFQSvbn4KGsRFZYYQ,4.0,1.0,1.0
FLTbKRmBytP1AbjWSPEeyw,15.0,2.0,3.0
FMHHJkhfGCNeBRPrS4wAdA,1.0,1.0,6.0
FMOtcUcyMj4gaLiI6CdjVw,19.0,1.0,7.0
FMh50zOwvQiyL_h0210njw,54.0,4.0,22.0
FOAAgwfA_1sLoSBB1RcJrw,14.0,1.0,0.0
FOCAZ86I13yWA2jtI4sGxQ,3.0,1.0,4.0
FOF4Fvgc8siuzT7oqJzZYg,87.0,11.0,86.0
FOIXozPYq11mU407XIpv_A,7.0,2.0,2.0
FP1W3vmQDg9vk3IeWdSccA,8.0,1.0,2.0
FPntAfDOZzYL80wbTOzlzg,39.0,3.0,9.0
FQhe0AuYA-XuJUCuOiWhUQ,72.0,5.0,69.0
FQmtRIirfVFK_fxbJh2I7w,19.0,3.0,38.0
FSRo44VhHZpkyQ_uht1AMA,2.0,0.0,4.0
FTA0Gt1BQbuA0OPEfV1R6w,40.0,3.0,30.0
FTA3Qoa7C4aTx_KE75nJ4Q,30.0,3.0,2.0
FTJnAmU9XKJFAYsBjvYAJQ,6.0,0.0,2.0
FTUkGtUgd38pOx71SaVovg,36.0,3.0,26.0
FTZJjqK4h15PVZPaPWQ6AA,11.0,3.0,4.0
FTdEGDDVRrDmVbzHmC91wQ,56.0,3.0,45.0
FUTubibqsEEMapUlo1OFpg,30.0,1.0,8.0
FUbPB2RwKAHu1AG4fCJizA,11.0,0.0,8.0
FUfhU3aUnzTycLjRvImZBg,53.0,3.0,28.0
FVSbYgju9OtD62TFtSyomw,10.0,1.0,0.0
FVgHb9w4pnkRBV5bZYJaZA,41.0,2.0,11.0
FW0br2taqYzEaULG8xRDzA,8.0,0.0,6.0
FW7uAWuXX7YNMHDJyotsgQ,22.0,3.0,12.0
FWkRdwpOV8gW3Z84q8HvBw,4.0,0.0,2.0
FWlvgWQVsPrd8dFp6oBbsQ,18.0,1.0,2.0
FXey1ApX0199E5TmNqQjxw,4.0,0.0,1.0
FYa3GUro-ezTM9zvKiocFw,245.0,34.0,341.0
FZZr2OJqq7yT3NR1-vCOfA,5.0,0.0,1.0
F_7fCrSLZXb9Tas7DIhOIg,6.0,1.0,1.0
F_AEoKMMpLDZo-8OnaaD3w,34.0,3.0,9.0
F_bN7GYW1dajqlHAcUBVkg,32.0,3.0,4.0
F_bksEGb8A9edatg_tBjbQ,40.0,2.0,7.0
FaSeZjwNnIbHqPQC5MS1gw,6.0,0.0,5.0
FcEpsffXdHAr7_D8V5kCGw,27.0,5.0,28.0
FcFnVG2NO2a6h6Mi86zaFQ,76.0,7.0,51.0
FcvWRrwhjIqktji6iLpaUA,53.0,2.0,21.0
FdiZDOs8LbSnBpA_e5R5HQ,68.0,6.0,28.0
FdrZJQL_FYKqR96L05gzcg,28.0,5.0,23.0
Fe4o11JYvB0NCTFC1GLITQ,17.0,2.0,6.0
FecWyJGnrIk5AYrR7C67xg,16.0,1.0,4.0
FfPGJX5v6qgN2Cbj5-ztOg,2.0,0.0,1.0
FfQ_5hilPx25mj71N_cZYQ,4.0,0.0,1.0
FfoI8uLgWNl0gYTsXC_gCQ,2.0,1.0,2.0
Ffs6pDirpl_bpOG3M7IQ8g,16.0,2.0,15.0
Ffzhzidm9OesdEzR-MLuwg,65.0,8.0,21.0
FgSFHWxlSDCbmSKmzKCYog,5.0,0.0,1.0
Fhjzzo7ranqqgEdbiPD50Q,42.0,6.0,32.0
FiEcKfGo-rbYyhoKHw_0MA,54.0,4.0,16.0
FiG8PzWKRYehtPPcPtOStw,85.0,9.0,52.0
Fif1uzIU95ttv6kbtRg0ZA,9.0,1.0,2.0
FirWX-Ep5203TsdiGgShKg,389.0,35.0,246.0
FiuR-KfX_TMaPdcJd5-6VA,57.0,4.0,93.0
FjWIgiXMoniin5gvh6v1rA,5.0,0.0,4.0
FkInyVWi-oNDBrbwSUQ2Zg,39.0,3.0,9.0
FkR-QfbmFeHVxU3A6Oehaw,4.0,0.0,1.0
FkUcjHK7oQJIvZtUGjDxMQ,79.0,3.0,49.0
Fl-ToG3j9jVBY43NOmCOkA,9.0,0.0,7.0
Fl7YZ2gbBgV5aHkcl90lOQ,33.0,2.0,12.0
FlDrZAqMcDVtbxJ19M6EQg,20.0,2.0,4.0
FlJ3Add2GgFaIsWntgum0g,36.0,4.0,37.0
FlR7sRTs_xyW8rr2aQHiww,2.0,0.0,1.0
FlSC47gipnoXP64XMOXxcA,72.0,7.0,112.0
Flb_4M6b0sFBWuyowetoag,14.0,1.0,6.0
Fll5sCBsLpwpss87z9ikQg,4.0,0.0,0.0
FmraE2CWt65VRnEqCAqNEg,188.0,12.0,92.0
Fn_IxcCtZl1EoS81sq_s9w,101.0,7.0,55.0
Fo-Qyaas3tOsA_GE4_lFbQ,162.0,4.0,21.0
FoKx_RP4kUM-aiGo3wlUUw,124.0,11.0,107.0
FogTa-wmjhVnJCoTiaxvZA,564.0,66.0,456.0
FpNnsxD37wBfLGk6rHAO1A,30.0,2.0,14.0
FpXCZJXKzHtDpfQVNqjWuA,11.0,1.0,15.0
Fq3awDRLUB4SZMQyrRjj5A,17.0,0.0,22.0
FqEtpS6vzKna9qbjg_vRZw,7.0,0.0,2.0
FqmjFD5UvXz3a_cjm8Unsw,3.0,0.0,0.0
Fr1LlI9nCVBYD5-vc6cWyQ,14.0,0.0,11.0
FrXD-7_LxoglCKdYzNMf1w,6.0,1.0,0.0
FrXqoFcQqh0UYCvHQTfu-w,22.0,2.0,2.0
FrgRdfulQLpPRRVCk6A55g,45.0,2.0,15.0
FsCujpVh9Za2Dl5MIYLCxA,218.0,27.0,427.0
FsRiu6oYrHB9CXve9j5nnw,8.0,0.0,2.0
FscCtUIsAL8cBL-S-A4FEQ,42.0,6.0,14.0
FtLibezRe7HsT13BLpR-Dg,73.0,10.0,32.0
FtW8cRwh_mRT6efsjtWABA,60.0,6.0,70.0
FtkPH-ftY-xRH6TjTmbmVg,3.0,1.0,0.0
Fu0YD6AsGEyIgwsgtiin-A,10.0,1.0,0.0
Fv3HvJPQYqfmniTgtIQJzA,273.0,42.0,264.0
Fvd8qeJCXFbMYQk45S7iBQ,90.0,11.0,62.0
FwDthqY_Iy0Up0cpTP0AKg,4.0,2.0,8.0
FwSiazvHT_BuGYGz5dMt0w,4.0,0.0,3.0
FwuSvfRx_xkWV61VnCy9ug,74.0,3.0,26.0
Fx-11FHhKpx7inwuT1j_2g,4.0,0.0,1.0
FxAOOxxFgbmG4jCn6FtfRg,6.0,0.0,0.0
FxEJjLZj6UdsOCGcgEufeA,38.0,3.0,22.0
FxKKhsjjPNNH3KWz8TEXaw,34.0,3.0,13.0
FxmRCMHAa3VeUXmHkk9RJA,6.0,0.0,2.0
FxqSR54O6m_HtgD18W8ciw,1.0,0.0,4.0
FxxXlegMzUymnCdx4jmnWQ,13.0,2.0,4.0
Fy4AmYaVjiDJBa0-PtJwSQ,7.0,0.0,4.0
FyBDYTg4wI4kjRPhisBeog,37.0,2.0,23.0
FyI7E0N9HzrgsgjWYJhLQA,9.0,0.0,3.0
FyKefsWq62xeXpje0Flcig,111.0,19.0,113.0
FysQmYPyBcIv0RSNhuVzAQ,17.0,1.0,0.0
FztBiWmBNWv_BTQccYw-hA,27.0,3.0,4.0
G-uuABMCbX0MYf0gQDVfKg,75.0,7.0,55.0
G1VB3lFBe99GkC5NKA8qVw,40.0,4.0,16.0
G2CXfAf51OpQEbPvvyk9iw,3.0,0.0,1.0
G2x-IPEd1HvqjSnt908qhg,3.0,0.0,0.0
G3dMzC98ZiTdPGpynfCJTg,13.0,1.0,2.0
G3qjKFza3XCwW7tFRjim8w,40.0,2.0,12.0
G4LzA_UqrzcZ5gAyWWP2sw,141.0,10.0,118.0
G4PqbK9aigbAynfrjs38Tw,27.0,2.0,9.0
G4X5w5vRQNEFUmrJo6JakA,387.0,16.0,28.0
G4XcXQhdS9Pt39bVDdfVCg,16.0,1.0,0.0
G4uCm2GyxZrOYlOhuhCuug,23.0,2.0,6.0
G60mnTWpe1J13fWhIGlmxA,65.0,4.0,12.0
G6V99_DIFF10uTDSmTklpA,18.0,4.0,7.0
G7Lr3ML_16qrZja631R3Tg,14.0,1.0,1.0
G7Ull-QUaNXyPwtEErHZ8g,68.0,4.0,32.0
G81PxmvajV-M-fZWopK4kg,32.0,5.0,8.0
G82YlEU6yxA3autN309W7Q,17.0,2.0,1.0
G8k2E3oYHHl2o4lNJQwR-g,159.0,13.0,165.0
G8vA6pq4p8KslaURm-q65Q,198.0,8.0,110.0
G8vo5r543nQyTC24VNpBIg,14.0,0.0,4.0
G9-O-eRMtgsw_pfWXVCEfQ,9.0,0.0,1.0
G96S9vZ0zzZrp0yrdpGctQ,10.0,0.0,4.0
G9m4TMsKGnWbDavqlg6NXg,43.0,5.0,30.0
G9r4WJwmrNbt75kF3Fnxtw,47.0,2.0,41.0
GANLF0zuStnmsB01tvL-oQ,19.0,2.0,9.0
GAPwjahm6fywOttzPCJLNw,2.0,0.0,1.0
GA_Nx4xA3Z4pn9i5XKF1Wg,92.0,12.0,97.0
GAyHbuUTtKAdpHiFGJuezQ,201.0,17.0,60.0
GB6bZTCMmqZncRSxurNblA,32.0,2.0,23.0
GBKz_-486MN03tGu8LI7XA,24.0,3.0,10.0
GC3sJ_gyPTUHyOrPQQTwTw,36.0,6.0,8.0
GC6p25n0QNhRWZw6YMuMcw,14.0,1.0,6.0
GC9Re0tKAnecMww3DB638g,19.0,5.0,18.0
GCktysbewy20BgNwdJqFRg,18.0,1.0,1.0
GCuSYxYx7eeiqh7kO3mftw,3.0,1.0,0.0
GDnbt3isfhd57T1QqU6flg,16.0,0.0,3.0
GDsgQywUMunaLcu0RkotZA,2.0,1.0,0.0
GETVAz5SCk8rFziexV54Aw,95.0,9.0,93.0
GExBRJlMjO12lCx72OGzjA,7.0,0.0,6.0
GF-Xv-NyAXh-xCC-PJq6Ng,6.0,1.0,11.0
GFoJkebYoK2sigk3H8lUlg,79.0,8.0,99.0
GFsZyatl9BFg9F3rDtR9aQ,8.0,1.0,6.0
GGBMDHJGwkuVrkYcedJpmg,12.0,0.0,7.0
GGF7Ov16JXcfGXna6BWSPg,14.0,1.0,1.0
GGbo2tJk2yQuPxO5aWG3rg,7.0,0.0,6.0
GGecutXeoEVlYKoxVo2WPA,148.0,15.0,75.0
GHeMMidcUpmU6SZwF1wfDw,17.0,1.0,8.0
GHs7grPeyVPwmiVKhhfMvg,101.0,14.0,27.0
GIAun053ts4IAhieOXRABg,3.0,0.0,0.0
GIMviyRh15eJ4vvs9Euoew,4.0,0.0,4.0
GJ9CgvTBKaDb9qLFEBbzHg,27.0,3.0,35.0
GJHaNrLBurhjjUclhzz5VQ,45.0,2.0,16.0
GJTQ0dgQ2BTkbRw2jLE0Fw,161.0,18.0,83.0
GJVF0797Y2fVkMZFQFM8Rg,125.0,10.0,95.0
GK3wLX9Ichxn7bHeLT0aIg,101.0,8.0,48.0
GKK0iaO5Ua3yeT_KFh0ICQ,73.0,9.0,67.0
GKtVASxg9ZafsNEQnFsipQ,46.0,6.0,18.0
GLObol9ZkKPQOQ1LMsqkew,110.0,9.0,77.0
GLVahCssTKPBY_06LzUGQA,76.0,12.0,55.0
GM5rSSrYzw8qpbWD-nM0lA,5.0,0.0,3.0
GMcit-31kUNFVulQGwSEwA,43.0,6.0,28.0
GMriYorKj1v-dhhJ1om-Sg,113.0,12.0,89.0
GN4bghnFwhdxfiJXFTNEqg,4.0,0.0,4.0
GNgOuihdAoAZdipzbRRGSA,5.0,1.0,5.0
GOE47b3LYDpjKpFRAUsVNg,2.0,0.0,2.0
GOezrHQC2R_ML48EEpKJ5Q,9.0,2.0,3.0
GPJAacvrxZpbJvJiYvWitQ,3.0,0.0,2.0
GPVHfoDjSOivqgIDjIOA-Q,280.0,21.0,88.0
GPs6pPBaRDbavro8uKjo7g,11.0,1.0,0.0
GQAvKHDfuBws7312iIqX6Q,112.0,4.0,27.0
GQS7XSqm8P8afbChHlBW-Q,8.0,2.0,6.0
GQaOgUdJOVoEzMaKODD8Hg,85.0,11.0,37.0
GQxpWDw3MuCwAMV9BA-62w,53.0,8.0,64.0
GRAO7h1dc7qTDub4JQIDCA,8.0,0.0,0.0
GRR61NwIkgpzPjQVjx5LAA,4.0,0.0,3.0
GRs6OxKZREAwA_Nmp2GmVw,35.0,3.0,16.0
GSwncKipCuXVBIYQM2Pfag,45.0,0.0,2.0
GTYqGnll5iCyU35E7MU-4g,83.0,7.0,23.0
GTuAPBRsM5dVPqPy9oe14Q,134.0,19.0,120.0
GUHNqBAWkp04jdx-GrxeUA,7.0,0.0,1.0
GUW9GAZyU9MpgkYsPbarow,17.0,0.0,8.0
GUsYtGG557XKlHaMH87erg,80.0,3.0,17.0
GVVf7BZ-4HiuKKbHaFTBsg,7.0,1.0,7.0
GVkTLK1rnASfW7ia7YgdKw,74.0,5.0,46.0
GW2_gqOhKQ7sI4oem6yP9w,11.0,1.0,4.0
GWCd4xlTdOwcaaSSu9b9XQ,61.0,3.0,11.0
GWDqmVT1_gBEz3B3kgaCdA,75.0,5.0,18.0
GWaS_XugSFzw1g8SEbpmHQ,24.0,3.0,33.0
GWnhc3MO4XjsKIpyExV--Q,93.0,8.0,62.0
GWv_NfJzBlpEbCTthrWa9Q,22.0,1.0,5.0
GWva6TXiI4ZYejGTx4gqiQ,60.0,8.0,28.0
GX4C0SDgzuywFbO2W_g1ow,85.0,8.0,41.0
GYbkinu-02gQwxBAdIuGAA,189.0,10.0,98.0
GZ_523PIvW3ifTwn0SAJJw,25.0,0.0,1.0
G_-QslUoO1IsJGgSMN0rAA,3.0,0.0,1.0
G_1M9_yX5ThAROn1zKKpQg,21.0,3.0,8.0
G_mqw9nNYDFkwtCe5Jd8QA,128.0,16.0,94.0
Ga2Bt7xfqoggTypWD5VpoQ,6.0,0.0,4.0
GaYRUatPQi6PmJIE2wF-Uw,17.0,1.0,1.0
GarQqqVFnqe5DjKK0JL9sQ,27.0,1.0,14.0
GbLdYTOMHqaCLDTSlgC1lw,14.0,1.0,2.0
GboHJSE9PcqcAc5V3veS-w,75.0,4.0,7.0
GcENnY0dLeUouAs-uDMY0A,25.0,1.0,4.0
Gcx4rSqPd3eeNbG83VThrg,10.0,1.0,10.0
GdMRHtxg2oD5E2WzZccOqA,65.0,5.0,22.0
GdPWJo3z4ySEXpF7Wkn3FA,401.0,26.0,157.0
GdV24nwlR29MPqNXFglZnQ,20.0,2.0,12.0
Gda4SfsyvOKC0cZkXEjTzg,3.0,0.0,1.0
GdgGAINCqMXqcuKd2nKEBg,180.0,23.0,157.0
GeGyqtD2uvJlC5Gf1bSQHw,52.0,5.0,45.0
Gf-LNRph_6DML9SB7nkjtw,68.0,10.0,21.0
GfHBBCi6LJAPVFTcCwu9aQ,22.0,1.0,15.0
Gfa85o6JuT9uBqi9fqC-UA,35.0,1.0,4.0
Gft-wlLZ4btXq2BVjmPeww,3.0,0.0,0.0
GgX6-0pL0_MWdGj2Nr8xEA,5.0,0.0,1.0
Gh-qmVwvibLnNdqEZXcQHw,192.0,13.0,83.0
GhWMl0J2gOOH61BhBMTAAA,168.0,12.0,97.0
Gho38SoO_9dq6hhT4Ll-5g,29.0,4.0,21.0
GhrZxpoetry_48cvS34Nlw,35.0,4.0,18.0
Gi5h_zKjnNLao1MzdyzSAQ,54.0,1.0,31.0
GiDPLKtTfNHTb0koEWIz2g,127.0,15.0,60.0
GiLsPCxl7k-PAUS6svOQVQ,9.0,0.0,2.0
GiUvdPq6S-g7c10IV7cTHA,28.0,2.0,2.0
GibwaDiqJJ_62x0h3oCyxA,27.0,3.0,3.0
GjT8ZitwOVdP2ttJIam-ug,133.0,7.0,122.0
GjjSC7aAXdff8jERc3URYw,50.0,4.0,25.0
GkF0aKUFrmVQhDCfWetG3Q,52.0,0.0,28.0
Gkhi0IkGAIls6YgXBSdZqQ,3.0,0.0,6.0
Gl01qPpjC9DKN_Py3IEnpA,43.0,6.0,21.0
GlGHp9G9vx0Bg9xZlGexlQ,35.0,2.0,38.0
GlGLT1R3_LrRAKEYRvQesg,10.0,0.0,2.0
GlPvold8xQu3AVKOOCEkIA,65.0,1.0,9.0
GleKsaGVEkr8iq-x3mXWog,12.0,1.0,4.0
GlwOGCjSzts7AnbK9gqmng,365.0,36.0,217.0
GmLkyWb_zYrTEp1SpWxHIA,45.0,6.0,23.0
GmSoeD2ye8_Iwa8SsxS97g,20.0,0.0,9.0
GmYOYKLbwOcfI2mUcfOFdQ,22.0,0.0,6.0
GmgAToSKHnnB3BUtp9eQzw,83.0,6.0,58.0
Gn06kr2XLQo_sIxzGkjIGg,2.0,0.0,1.0
GnAvR67XtnBdCuLDuulQwA,15.0,0.0,18.0
GoMlPsj-w62P58ZjUPYKmw,60.0,5.0,12.0
Gow4sblC6N0K2F9cSTn51w,8.0,0.0,7.0
GozNbjSI1bdpPqqP_LMSBg,79.0,11.0,42.0
GpX1PmgplBrG_DLiJVDC-g,93.0,7.0,45.0
GpiCR__hCufqB82i_2j3tA,22.0,3.0,4.0
Gq3OgSd5KflKuwNJmuWt7Q,236.0,6.0,18.0
GqGVAE3kbEW46FU1LydVUg,150.0,10.0,87.0
GqHbCfeLISeke9boLt7zyw,50.0,3.0,35.0
GqNhqMFxSdSzNmUj-nofKw,25.0,1.0,0.0
GqWBT6OcQ9FXTyQ3eegpZg,56.0,7.0,39.0
GqjC12LAufljzZmMcPSPJw,191.0,16.0,116.0
GqsmNL8t4rauN9lRQGK8Iw,26.0,1.0,29.0
Gr-2oBg4XyduSKbvnE-i9g,168.0,7.0,111.0
GrPPdNiNYY8a8jq-RAaKpA,10.0,0.0,3.0
Gra55w4glYeli9KmK_Id8w,18.0,1.0,6.0
GrwvBAEALujIOPQeOfN1vA,325.0,33.0,227.0
GsM861AEBcL7CNGl5ds-lQ,30.0,1.0,38.0
GtX-vWZHiGly1OI-Rgq42A,4.0,1.0,0.0
GtrrBtrfZgvqGF930JwYOg,70.0,3.0,42.0
Gtw-SpnhyNa0TwNETlysyw,21.0,0.0,7.0
Gu4W3BSBajnljGYXQOclHw,24.0,5.0,5.0
Gu8D1YoKErqVNNX00qkEaw,211.0,18.0,130.0
Gv2EsnNrnS5cfx3SaEgP_A,26.0,6.0,41.0
Gv2F-f0mUYhCCUKOshpj3A,34.0,2.0,9.0
Gv2aZfTlYImmsERZg5D93A,138.0,14.0,56.0
GvEjbCm5sNdLZ4fzJ9hvUQ,7.0,0.0,0.0
Gw-ozqLSHoP3BQPKaiXJGg,315.0,26.0,208.0
GwBwNmjdR8uElNPrNWO4PQ,6.0,0.0,2.0
GwL-0GiPGlVdiM3JxfwJ5g,12.0,1.0,3.0
GwptTXKGL5QGwDlSMN82ZQ,46.0,5.0,27.0
Gx3mxDNDd4XX897CgsAYNQ,48.0,3.0,16.0
Gx7QwMumpIEw9q2G0JGi8A,3.0,0.0,0.0
GxSxxnnUkLJrfR2aznPLPg,99.0,6.0,57.0
GyHJAwBQ58L3ORBLm0G-hg,38.0,8.0,15.0
Gy_XiWqkJM8JMaKk_sgXOw,66.0,5.0,20.0
GyhXMf5LsM2b-OYH13aqkQ,7.0,0.0,1.0
Gz9SlLqxS6wnxPvgdOQNrA,517.0,62.0,370.0
GzK0oXjFHmjyJDMIEJCFKg,45.0,8.0,26.0
GzYAIjVULpRrFV2dQMKDog,31.0,6.0,49.0
H-3l48X4ANDJeok4OxS2Vw,3.0,0.0,1.0
H-KtEcY90TAPBFkvKZpJ7w,8.0,0.0,0.0
H-SO-RdX_umCon5hwRsYww,15.0,0.0,7.0
H-gllDEH0DHqE-HmzdHtKg,18.0,2.0,5.0
H04OwE1krkfF6fQwpLycrA,7.0,1.0,9.0
H069fdb1NOIhFaIuLzAf1g,33.0,3.0,5.0
H0Xw1pPNCPWDad3tC4wYnA,6.0,0.0,4.0
H0nIjiZNBTIwrNf4_DwNLQ,95.0,4.0,57.0
H1-zZLRJffALrGwb__qUmg,7.0,4.0,4.0
H1Mp8I2YuyBe8lFHnRk3iA,140.0,4.0,21.0
H2RgkjPs3W-CxbyygCJJew,43.0,6.0,42.0
H2RlCPL094oe9Hiq2djYrg,47.0,0.0,14.0
H3Gastz2T6iiSRGmlbtoXQ,301.0,31.0,125.0
H3Gg18A23tdWhOtaMeRXFQ,3.0,0.0,1.0
H45fQ69_8DpWz-yB9oPhhw,19.0,2.0,5.0
H49HnyOQZHJSCV6FtIcM8w,13.0,0.0,4.0
H4AvltDM9QY8Up8z-ybUyQ,91.0,7.0,43.0
H4OS3reuHtgzFMacqHXniA,7.0,1.0,4.0
H4env79kgi0Xh3OjIIjrdA,6.0,1.0,1.0
H6UYKqj0iO_hvvlM76nh0A,96.0,3.0,13.0
H7PB7JoyEkr2RBMt5SjxLw,3.0,0.0,0.0
H7_yu7MgzSXB0vb959yXdA,117.0,10.0,60.0
H7kB4p-1BsbvL522cqASOQ,209.0,21.0,149.0
H8eyY-2Yia6iid71CMf3fg,3.0,0.0,0.0
H8rjk0XlGSaTGBNLrBLhXw,96.0,6.0,19.0
H94fBucKEuNKsjbSy7WODg,126.0,13.0,101.0
H9ZYzsVPmjeV7lnQYx0MGg,36.0,2.0,17.0
H9tJl_ntsan-YSZElKKK2w,100.0,12.0,141.0
HAN3oWiJthngBAdalP4ggQ,128.0,6.0,49.0
HAcRdfqNaIu1Gujz08gCaQ,77.0,12.0,46.0
HAm7R0MIWYwkEcQDqo-CWA,19.0,1.0,9.0
HAvlj15w6j1noGeY0kleDQ,35.0,3.0,23.0
HBZd08iiOuIdZHyt4mRSSQ,52.0,5.0,23.0
HC8x_oRrWYbmPhDYNZLUzw,38.0,4.0,10.0
HCCg-rVnHQ2FI6lHs_LvUQ,582.0,48.0,379.0
HCNKxd0J0pTxAMJwNuYmrQ,2.0,0.0,1.0
HCsceGqc3Y3SiUxcpzNuDA,9.0,0.0,7.0
HEOhtDZgK0CFhwR9shDU_g,102.0,8.0,55.0
HESW9RuZLvRAGZEfBOy0zA,5.0,1.0,5.0
HElaHFfSudQcLnNEZy_09g,9.0,0.0,2.0
HEmSK3apoP4xwVs0YkpNLQ,44.0,7.0,12.0
HFDZeMrm13xX5yJvpaRaIQ,117.0,10.0,87.0
HF_8znfrLUH_O2098Saj4w,9.0,1.0,3.0
HFo3d_O2XLHOkq7G_sQ5aA,1.0,1.0,1.0
HFyMS_9yLaYN7GIcXzcboA,87.0,6.0,48.0
HGLMe4y0y_VsBkDLdpfBLA,136.0,7.0,59.0
HGNOaHmKpW1ajuAVCpA1yg,210.0,22.0,143.0
HGuHk935tyokX6kveEviJw,242.0,17.0,59.0
HGvNE87fvK5PwKMZBDkTbA,409.0,34.0,273.0
HH26SnOm2Ab7UfkNhQU66A,5.0,1.0,0.0
HH6oAioFape3mls9xcs4hw,133.0,10.0,109.0
HHtOdJ96oXiiGihhS8ZWTg,13.0,1.0,1.0
HI56ArpYEbhEUeRx9Curpw,328.0,34.0,204.0
HJEaoW2OUTeZuQcygYUpqQ,10.0,0.0,5.0
HJFKqzhV4n4ZWepneOzFhQ,48.0,9.0,33.0
HJLiVxuvtN0n73BASSZKoQ,209.0,16.0,68.0
HKP648250NDSG41MsZHVxg,11.0,4.0,6.0
HKoPaMZc1iG8XYzYRhwBKw,8.0,2.0,4.0
HKqVAb8vQH7AN1Q6-he8OA,10.0,0.0,1.0
HKsDnEbwZ6DYKqEWtVdWJQ,59.0,13.0,56.0
HKt_BDQJmQTc6WhU-3hyaA,10.0,3.0,3.0
HLaSleAoR2PMF7s5ogqYqA,37.0,6.0,17.0
HM0sWlwg3ONJ6syMSh_9zw,232.0,18.0,120.0
HM3uxF41fXJwpEkMwnGcKQ,89.0,15.0,85.0
HM9tBfig9AAn9_k69wIOHQ,2.0,2.0,4.0
HMPJHFMJ_9Qv0Cz3Ch7XDQ,3.0,0.0,2.0
HMifRnUrqrMoQXKCOXYfPA,13.0,0.0,10.0
HNQzTcyaW3PwJ2oC8vKWHw,13.0,1.0,2.0
