business_id,stars,star_count
E25-2ssHwsajyGtsllMXaA,3.0,39
E25-2ssHwsajyGtsllMXaA,4.0,109
E25-2ssHwsajyGtsllMXaA,5.0,156
E2iZCFnfu9Np8lABZKqMLA,1.0,7
E2iZCFnfu9Np8lABZKqMLA,2.0,1
E2iZCFnfu9Np8lABZKqMLA,3.0,1
E2iZCFnfu9Np8lABZKqMLA,5.0,2
E2phfNtA9Zq52AOyMwnohg,1.0,1
E2phfNtA9Zq52AOyMwnohg,4.0,2
E2phfNtA9Zq52AOyMwnohg,5.0,35
E3Me0W-WFP7HuZ3MAV-Hdg,1.0,3
E3Me0W-WFP7HuZ3MAV-Hdg,2.0,1
E3Me0W-WFP7HuZ3MAV-Hdg,3.0,2
E3Me0W-WFP7HuZ3MAV-Hdg,4.0,1
E3ODMVUoz27BJ17r58E-5g,1.0,11
E3ODMVUoz27BJ17r58E-5g,2.0,7
E3ODMVUoz27BJ17r58E-5g,3.0,2
E3ODMVUoz27BJ17r58E-5g,4.0,9
E3ODMVUoz27BJ17r58E-5g,5.0,5
E3qxMkbKxQR6Aca36c53GA,1.0,1
E3qxMkbKxQR6Aca36c53GA,2.0,1
E3qxMkbKxQR6Aca36c53GA,4.0,4
E3qxMkbKxQR6Aca36c53GA,5.0,40
E4JyAzB5_2quptwtemyhYA,1.0,31
E4JyAzB5_2quptwtemyhYA,2.0,44
E4JyAzB5_2quptwtemyhYA,3.0,102
E4JyAzB5_2quptwtemyhYA,4.0,272
E4JyAzB5_2quptwtemyhYA,5.0,994
E4POatW_bg-T0MzD4DuLeg,1.0,7
E4POatW_bg-T0MzD4DuLeg,2.0,1
E4POatW_bg-T0MzD4DuLeg,3.0,10
E4POatW_bg-T0MzD4DuLeg,4.0,23
E4POatW_bg-T0MzD4DuLeg,5.0,13
E54AvEdLfCFFkCvXmXJ7GA,1.0,7
E54AvEdLfCFFkCvXmXJ7GA,3.0,2
E54AvEdLfCFFkCvXmXJ7GA,4.0,2
E54AvEdLfCFFkCvXmXJ7GA,5.0,2
E6CKPADfLBk5Lg6ABxLFMw,2.0,3
E6CKPADfLBk5Lg6ABxLFMw,3.0,1
E6CKPADfLBk5Lg6ABxLFMw,4.0,4
E6CKPADfLBk5Lg6ABxLFMw,5.0,9
E6EFZjqmu0V4d_mJLBYSaQ,1.0,1
E6EFZjqmu0V4d_mJLBYSaQ,4.0,2
E6EFZjqmu0V4d_mJLBYSaQ,5.0,1
E6Ne9ok_tHvZIeOdWeh40w,1.0,3
E6Ne9ok_tHvZIeOdWeh40w,2.0,4
E6Ne9ok_tHvZIeOdWeh40w,3.0,9
E6Ne9ok_tHvZIeOdWeh40w,4.0,41
E6Ne9ok_tHvZIeOdWeh40w,5.0,25
E6p3Ea3740Uj0jaSA0nCNg,1.0,7
E6p3Ea3740Uj0jaSA0nCNg,2.0,3
E6p3Ea3740Uj0jaSA0nCNg,4.0,3
E6p3Ea3740Uj0jaSA0nCNg,5.0,10
E6tGAYZ2J1EIwCDHtVI1yg,1.0,10
E6tGAYZ2J1EIwCDHtVI1yg,2.0,5
E6tGAYZ2J1EIwCDHtVI1yg,3.0,7
E6tGAYZ2J1EIwCDHtVI1yg,4.0,13
E6tGAYZ2J1EIwCDHtVI1yg,5.0,22
E76_mqFt-ckhIDFvQghf4Q,1.0,1
E76_mqFt-ckhIDFvQghf4Q,2.0,1
E76_mqFt-ckhIDFvQghf4Q,3.0,1
E76_mqFt-ckhIDFvQghf4Q,4.0,1
E76_mqFt-ckhIDFvQghf4Q,5.0,1
E7C8xUC0oSNOpRl1vMTMzA,1.0,1
E7C8xUC0oSNOpRl1vMTMzA,2.0,2
E7C8xUC0oSNOpRl1vMTMzA,3.0,3
E7C8xUC0oSNOpRl1vMTMzA,4.0,21
E7C8xUC0oSNOpRl1vMTMzA,5.0,78
E7KK8pYREY0qoKcAEO2XCA,1.0,6
E7KK8pYREY0qoKcAEO2XCA,2.0,2
E7KK8pYREY0qoKcAEO2XCA,3.0,3
E7KK8pYREY0qoKcAEO2XCA,4.0,1
E7KK8pYREY0qoKcAEO2XCA,5.0,2
E7XMQjuNhU2v31JMwHDciA,1.0,1
E7XMQjuNhU2v31JMwHDciA,2.0,1
E7XMQjuNhU2v31JMwHDciA,3.0,1
E7XMQjuNhU2v31JMwHDciA,4.0,8
E7XMQjuNhU2v31JMwHDciA,5.0,25
E7wKP-BVnWlxnbQM3StOxg,1.0,1
E7wKP-BVnWlxnbQM3StOxg,2.0,2
E7wKP-BVnWlxnbQM3StOxg,3.0,1
E7wKP-BVnWlxnbQM3StOxg,4.0,4
E7wKP-BVnWlxnbQM3StOxg,5.0,15
E87O1z46cEPyfdrvfOMMjw,1.0,10
E87O1z46cEPyfdrvfOMMjw,2.0,2
E87O1z46cEPyfdrvfOMMjw,3.0,9
E87O1z46cEPyfdrvfOMMjw,4.0,7
E87O1z46cEPyfdrvfOMMjw,5.0,11
E8ugJa02FVCgfnjqV817iw,1.0,16
E8ugJa02FVCgfnjqV817iw,2.0,11
E8ugJa02FVCgfnjqV817iw,3.0,20
E8ugJa02FVCgfnjqV817iw,4.0,84
E8ugJa02FVCgfnjqV817iw,5.0,68
E8vu8qm6r5NuuO_Cw-jzyQ,1.0,22
E8vu8qm6r5NuuO_Cw-jzyQ,3.0,1
E8vu8qm6r5NuuO_Cw-jzyQ,4.0,2
E8vu8qm6r5NuuO_Cw-jzyQ,5.0,2
E91zEYEGcs497aYnQlh2yg,2.0,1
E91zEYEGcs497aYnQlh2yg,3.0,5
E91zEYEGcs497aYnQlh2yg,4.0,8
E91zEYEGcs497aYnQlh2yg,5.0,35
E98oEva2zB3IOTQJOontHg,1.0,3
E98oEva2zB3IOTQJOontHg,2.0,2
E98oEva2zB3IOTQJOontHg,3.0,2
E98oEva2zB3IOTQJOontHg,4.0,6
E98oEva2zB3IOTQJOontHg,5.0,6
E9Br7PAWnMeYq4FYRiW8Og,1.0,9
E9Br7PAWnMeYq4FYRiW8Og,2.0,3
E9Br7PAWnMeYq4FYRiW8Og,3.0,4
E9Br7PAWnMeYq4FYRiW8Og,4.0,1
E9Br7PAWnMeYq4FYRiW8Og,5.0,4
E9IPxXY6pS2gTW2FBkAJmg,1.0,84
E9IPxXY6pS2gTW2FBkAJmg,2.0,86
E9IPxXY6pS2gTW2FBkAJmg,3.0,111
E9IPxXY6pS2gTW2FBkAJmg,4.0,209
E9IPxXY6pS2gTW2FBkAJmg,5.0,270
E9aC5bLfXdQVZ5csvLuLJg,1.0,26
E9aC5bLfXdQVZ5csvLuLJg,2.0,21
E9aC5bLfXdQVZ5csvLuLJg,3.0,34
E9aC5bLfXdQVZ5csvLuLJg,4.0,59
E9aC5bLfXdQVZ5csvLuLJg,5.0,32
EAOEPBsdAPAivum0er6ZPg,1.0,50
EAOEPBsdAPAivum0er6ZPg,2.0,12
EAOEPBsdAPAivum0er6ZPg,3.0,5
EAOEPBsdAPAivum0er6ZPg,4.0,3
EAOEPBsdAPAivum0er6ZPg,5.0,8
EAnZ6uWNNB7E8dZe-a_3PA,2.0,3
EAnZ6uWNNB7E8dZe-a_3PA,3.0,1
EAnZ6uWNNB7E8dZe-a_3PA,4.0,1
EAnZ6uWNNB7E8dZe-a_3PA,5.0,1
EAs61Wm1O6tLjCs8t2eP-Q,1.0,15
EAs61Wm1O6tLjCs8t2eP-Q,2.0,6
EAs61Wm1O6tLjCs8t2eP-Q,3.0,15
EAs61Wm1O6tLjCs8t2eP-Q,4.0,49
EAs61Wm1O6tLjCs8t2eP-Q,5.0,100
EB0vzUuimM2nRXND5VJkIw,1.0,34
EB0vzUuimM2nRXND5VJkIw,2.0,33
EB0vzUuimM2nRXND5VJkIw,3.0,47
EB0vzUuimM2nRXND5VJkIw,4.0,120
EB0vzUuimM2nRXND5VJkIw,5.0,145
EBCuO36WpwDNhf37YIhklg,1.0,12
EBCuO36WpwDNhf37YIhklg,2.0,4
EBCuO36WpwDNhf37YIhklg,3.0,1
EBCuO36WpwDNhf37YIhklg,4.0,9
EBCuO36WpwDNhf37YIhklg,5.0,5
EBnv9_03eNqxQqRQJH4SUw,1.0,220
EBnv9_03eNqxQqRQJH4SUw,2.0,123
EBnv9_03eNqxQqRQJH4SUw,3.0,81
EBnv9_03eNqxQqRQJH4SUw,4.0,108
EBnv9_03eNqxQqRQJH4SUw,5.0,188
EC7NrIHKk6i3US_XJlDWDA,1.0,10
EC7NrIHKk6i3US_XJlDWDA,2.0,13
EC7NrIHKk6i3US_XJlDWDA,3.0,16
EC7NrIHKk6i3US_XJlDWDA,4.0,59
EC7NrIHKk6i3US_XJlDWDA,5.0,112
EC91SvTJeO6sEYRxjKrFLQ,1.0,14
EC91SvTJeO6sEYRxjKrFLQ,2.0,5
EC91SvTJeO6sEYRxjKrFLQ,3.0,8
EC91SvTJeO6sEYRxjKrFLQ,4.0,6
EC91SvTJeO6sEYRxjKrFLQ,5.0,38
ECVjFbvnzXs2LV7u3wi0vw,2.0,1
ECVjFbvnzXs2LV7u3wi0vw,3.0,1
ECVjFbvnzXs2LV7u3wi0vw,4.0,2
ECVjFbvnzXs2LV7u3wi0vw,5.0,1
EC_ira45x9ayj1p_S-emEQ,1.0,4
EC_ira45x9ayj1p_S-emEQ,2.0,2
EC_ira45x9ayj1p_S-emEQ,3.0,7
EC_ira45x9ayj1p_S-emEQ,4.0,8
EC_ira45x9ayj1p_S-emEQ,5.0,12
ECmphS3zwUcqWhnbhOZoUg,4.0,2
ECmphS3zwUcqWhnbhOZoUg,5.0,1
EDX7fE_a9k6f6gku_Xj58g,2.0,1
EDX7fE_a9k6f6gku_Xj58g,3.0,2
EDX7fE_a9k6f6gku_Xj58g,4.0,2
EDXAuLL-tbnAA_PZRsnxGw,1.0,15
EDXAuLL-tbnAA_PZRsnxGw,2.0,12
EDXAuLL-tbnAA_PZRsnxGw,3.0,8
EDXAuLL-tbnAA_PZRsnxGw,4.0,3
EDXAuLL-tbnAA_PZRsnxGw,5.0,6
EDa7_YfEB2HDOyxDMbipQA,1.0,17
EDa7_YfEB2HDOyxDMbipQA,2.0,9
EDa7_YfEB2HDOyxDMbipQA,3.0,18
EDa7_YfEB2HDOyxDMbipQA,4.0,34
EDa7_YfEB2HDOyxDMbipQA,5.0,62
EDcZRvERC22Cvw1yi4-VKg,1.0,36
EDcZRvERC22Cvw1yi4-VKg,2.0,53
EDcZRvERC22Cvw1yi4-VKg,3.0,66
EDcZRvERC22Cvw1yi4-VKg,4.0,142
EDcZRvERC22Cvw1yi4-VKg,5.0,597
EDhyjUhc1ECLRs8ej4iggw,1.0,11
EDhyjUhc1ECLRs8ej4iggw,2.0,5
EDhyjUhc1ECLRs8ej4iggw,3.0,3
EDhyjUhc1ECLRs8ej4iggw,4.0,20
EDhyjUhc1ECLRs8ej4iggw,5.0,27
EDvbPivfQlLlQ7SVad0jeA,5.0,4
EE4nfMjmbE5PIG12UsustA,1.0,1
EE4nfMjmbE5PIG12UsustA,4.0,4
EEGajOchS2BIZNvJcPK3uw,1.0,18
EEGajOchS2BIZNvJcPK3uw,2.0,12
EEGajOchS2BIZNvJcPK3uw,3.0,26
EEGajOchS2BIZNvJcPK3uw,4.0,105
EEGajOchS2BIZNvJcPK3uw,5.0,263
EE_CKAAq7_oL7jfxmUKhuw,1.0,66
EE_CKAAq7_oL7jfxmUKhuw,2.0,30
EE_CKAAq7_oL7jfxmUKhuw,3.0,20
EE_CKAAq7_oL7jfxmUKhuw,4.0,20
EE_CKAAq7_oL7jfxmUKhuw,5.0,18
EF8PHciQ68dOPhgXyxefAg,1.0,30
EF8PHciQ68dOPhgXyxefAg,2.0,19
EF8PHciQ68dOPhgXyxefAg,3.0,24
EF8PHciQ68dOPhgXyxefAg,4.0,31
EF8PHciQ68dOPhgXyxefAg,5.0,7
EFHpf_-SPzShCYiS-nMPWw,1.0,1
EFHpf_-SPzShCYiS-nMPWw,5.0,3
EFKx9EkhhcNCigMN9Cr05g,1.0,1
EFKx9EkhhcNCigMN9Cr05g,5.0,2
EFTYg_jOPf3abjWIPO92Cg,1.0,5
EFTYg_jOPf3abjWIPO92Cg,2.0,5
EFTYg_jOPf3abjWIPO92Cg,3.0,10
EFTYg_jOPf3abjWIPO92Cg,4.0,14
EFTYg_jOPf3abjWIPO92Cg,5.0,36
EFdfBcpAkBIvDW4RolgEiw,1.0,1
EFdfBcpAkBIvDW4RolgEiw,2.0,5
EFdfBcpAkBIvDW4RolgEiw,3.0,6
EFdfBcpAkBIvDW4RolgEiw,4.0,11
EFdfBcpAkBIvDW4RolgEiw,5.0,18
EGzsR_Tyd0QOaZ6g7wPl-w,3.0,1
EGzsR_Tyd0QOaZ6g7wPl-w,4.0,5
EGzsR_Tyd0QOaZ6g7wPl-w,5.0,6
EHM1LwTW9Y_dO0UyRI2SZw,1.0,1
EHM1LwTW9Y_dO0UyRI2SZw,5.0,3
EHgGscaiJBghjZVT9hsBFw,1.0,1
EHgGscaiJBghjZVT9hsBFw,2.0,4
EHgGscaiJBghjZVT9hsBFw,3.0,3
EHgGscaiJBghjZVT9hsBFw,4.0,5
EHgGscaiJBghjZVT9hsBFw,5.0,8
EHmxhhpj2kwYhCgKdRXmqw,1.0,11
EHmxhhpj2kwYhCgKdRXmqw,2.0,7
EHmxhhpj2kwYhCgKdRXmqw,3.0,7
EHmxhhpj2kwYhCgKdRXmqw,4.0,21
EHmxhhpj2kwYhCgKdRXmqw,5.0,36
EI0CoVr2iQd__EdaAkT1YA,4.0,3
EI0CoVr2iQd__EdaAkT1YA,5.0,2
EIL41z-hvVCeYHqfA9PyWQ,1.0,10
EIL41z-hvVCeYHqfA9PyWQ,2.0,12
EIL41z-hvVCeYHqfA9PyWQ,3.0,10
EIL41z-hvVCeYHqfA9PyWQ,4.0,14
EIL41z-hvVCeYHqfA9PyWQ,5.0,145
EIaUR1pUniXUnLUpx4kn0Q,1.0,16
EIaUR1pUniXUnLUpx4kn0Q,2.0,7
EIaUR1pUniXUnLUpx4kn0Q,3.0,2
EIaUR1pUniXUnLUpx4kn0Q,4.0,12
EIaUR1pUniXUnLUpx4kn0Q,5.0,11
EIb85lCA6HMzxdsacYtjGA,1.0,1
EIb85lCA6HMzxdsacYtjGA,3.0,2
EIb85lCA6HMzxdsacYtjGA,4.0,6
EIol8eFrS4WtRUhGbOUUgA,1.0,5
EIol8eFrS4WtRUhGbOUUgA,2.0,6
EIol8eFrS4WtRUhGbOUUgA,3.0,10
EIol8eFrS4WtRUhGbOUUgA,4.0,17
EIol8eFrS4WtRUhGbOUUgA,5.0,30
EIvHIqxB1n7lfECTt8Ssuw,1.0,13
EIvHIqxB1n7lfECTt8Ssuw,3.0,1
EIvHIqxB1n7lfECTt8Ssuw,4.0,2
EIvHIqxB1n7lfECTt8Ssuw,5.0,6
EJCeUcvJ6S_-g4cSOfS6nQ,1.0,1
EJCeUcvJ6S_-g4cSOfS6nQ,2.0,1
EJCeUcvJ6S_-g4cSOfS6nQ,5.0,5
EJIN-txuroKjvoZN6X_6EQ,1.0,1
EJIN-txuroKjvoZN6X_6EQ,2.0,1
EJIN-txuroKjvoZN6X_6EQ,4.0,1
EJShgTy1lEkp48RLkMt1ag,1.0,6
EJShgTy1lEkp48RLkMt1ag,2.0,1
EJShgTy1lEkp48RLkMt1ag,3.0,2
EJShgTy1lEkp48RLkMt1ag,5.0,2
EJVTLUKNaLog0LoWSJSZng,1.0,1
EJVTLUKNaLog0LoWSJSZng,3.0,1
EJVTLUKNaLog0LoWSJSZng,4.0,2
EJVTLUKNaLog0LoWSJSZng,5.0,13
EJs6fYFdecCjXq8pCsA2dA,1.0,12
EJs6fYFdecCjXq8pCsA2dA,2.0,4
EJs6fYFdecCjXq8pCsA2dA,3.0,10
EJs6fYFdecCjXq8pCsA2dA,4.0,25
EJs6fYFdecCjXq8pCsA2dA,5.0,47
EKzsvcIcSHyPIp_1zezBag,1.0,5
EKzsvcIcSHyPIp_1zezBag,2.0,3
EKzsvcIcSHyPIp_1zezBag,3.0,4
EKzsvcIcSHyPIp_1zezBag,4.0,6
EKzsvcIcSHyPIp_1zezBag,5.0,5
EL3cj9qG8CIS-sqS-t3dRw,1.0,4
EL3cj9qG8CIS-sqS-t3dRw,2.0,2
EL3cj9qG8CIS-sqS-t3dRw,4.0,2
EL3cj9qG8CIS-sqS-t3dRw,5.0,2
EL46XTXhlZKa6Mib0jbk7w,1.0,23
EL46XTXhlZKa6Mib0jbk7w,2.0,9
EL46XTXhlZKa6Mib0jbk7w,3.0,3
EL46XTXhlZKa6Mib0jbk7w,4.0,6
EL46XTXhlZKa6Mib0jbk7w,5.0,34
ELUUibdDcrZHyvE-e-QsVw,1.0,38
ELUUibdDcrZHyvE-e-QsVw,2.0,23
ELUUibdDcrZHyvE-e-QsVw,3.0,30
ELUUibdDcrZHyvE-e-QsVw,4.0,67
ELUUibdDcrZHyvE-e-QsVw,5.0,67
ELxoOY2F-1jSb8mqyN7Zbg,1.0,4
ELxoOY2F-1jSb8mqyN7Zbg,2.0,4
ELxoOY2F-1jSb8mqyN7Zbg,3.0,4
ELxoOY2F-1jSb8mqyN7Zbg,4.0,9
ELxoOY2F-1jSb8mqyN7Zbg,5.0,18
EM4Qo0Tm40H8Nfk3s8Dy0g,1.0,9
EM4Qo0Tm40H8Nfk3s8Dy0g,2.0,14
EM4Qo0Tm40H8Nfk3s8Dy0g,3.0,36
EM4Qo0Tm40H8Nfk3s8Dy0g,4.0,70
EM4Qo0Tm40H8Nfk3s8Dy0g,5.0,180
EMBHeW-gxcz1b6DHMLYQUA,2.0,2
EMBHeW-gxcz1b6DHMLYQUA,3.0,5
EMBHeW-gxcz1b6DHMLYQUA,4.0,10
EMBHeW-gxcz1b6DHMLYQUA,5.0,3
EMQ-ASWKOTnn-CxDsQPYpA,3.0,1
EMQ-ASWKOTnn-CxDsQPYpA,4.0,1
EMQ-ASWKOTnn-CxDsQPYpA,5.0,1
EOUDjT34xPixuxEcEr7sNA,1.0,55
EOUDjT34xPixuxEcEr7sNA,2.0,19
EOUDjT34xPixuxEcEr7sNA,3.0,17
EOUDjT34xPixuxEcEr7sNA,4.0,32
EOUDjT34xPixuxEcEr7sNA,5.0,38
EPkV2_H0TRcARa-2IFZ-2A,1.0,2
EPkV2_H0TRcARa-2IFZ-2A,4.0,1
EQG4csNQlVxNL3t3rK8wRA,1.0,8
EQG4csNQlVxNL3t3rK8wRA,2.0,6
EQG4csNQlVxNL3t3rK8wRA,3.0,19
EQG4csNQlVxNL3t3rK8wRA,4.0,26
EQG4csNQlVxNL3t3rK8wRA,5.0,20
EQZHjgxpepRMnzo3hGdLMA,1.0,2
EQZHjgxpepRMnzo3hGdLMA,2.0,2
EQZHjgxpepRMnzo3hGdLMA,3.0,2
EQZHjgxpepRMnzo3hGdLMA,4.0,4
EQZHjgxpepRMnzo3hGdLMA,5.0,8
EQcnE5CSswBFgOQS5L0ldw,1.0,5
EQcnE5CSswBFgOQS5L0ldw,2.0,3
EQcnE5CSswBFgOQS5L0ldw,3.0,2
EQcnE5CSswBFgOQS5L0ldw,4.0,4
EQcnE5CSswBFgOQS5L0ldw,5.0,2
ERM603jbIbNqX2c7Ww1Qiw,1.0,19
ERM603jbIbNqX2c7Ww1Qiw,2.0,10
ERM603jbIbNqX2c7Ww1Qiw,3.0,9
ERM603jbIbNqX2c7Ww1Qiw,4.0,12
ERM603jbIbNqX2c7Ww1Qiw,5.0,17
ERuWDU3A8uVoZT0CCjZbcw,1.0,5
ERuWDU3A8uVoZT0CCjZbcw,3.0,5
ERuWDU3A8uVoZT0CCjZbcw,4.0,8
ERuWDU3A8uVoZT0CCjZbcw,5.0,56
ESQoAgfEMZFE7PQN-OKLMg,1.0,4
ESQoAgfEMZFE7PQN-OKLMg,2.0,13
ESQoAgfEMZFE7PQN-OKLMg,3.0,7
ESQoAgfEMZFE7PQN-OKLMg,4.0,17
ESQoAgfEMZFE7PQN-OKLMg,5.0,28
ESfsx53IbXxAfML8sTEe_w,5.0,4
ESinwiCgoJNG-tMWxVQhqQ,1.0,19
ESinwiCgoJNG-tMWxVQhqQ,2.0,19
ESinwiCgoJNG-tMWxVQhqQ,3.0,12
ESinwiCgoJNG-tMWxVQhqQ,4.0,24
ESinwiCgoJNG-tMWxVQhqQ,5.0,21
ETSHD1lX0xcd2qInwiXxzA,1.0,4
ETSHD1lX0xcd2qInwiXxzA,2.0,6
ETSHD1lX0xcd2qInwiXxzA,3.0,7
ETSHD1lX0xcd2qInwiXxzA,4.0,38
ETSHD1lX0xcd2qInwiXxzA,5.0,98
ETTzxqOcPuxMqV37y1uhdg,1.0,17
ETTzxqOcPuxMqV37y1uhdg,2.0,11
ETTzxqOcPuxMqV37y1uhdg,3.0,15
ETTzxqOcPuxMqV37y1uhdg,4.0,39
ETTzxqOcPuxMqV37y1uhdg,5.0,62
EU83r5yrRw3zRictM5eO6Q,1.0,2
EU83r5yrRw3zRictM5eO6Q,2.0,1
EU83r5yrRw3zRictM5eO6Q,4.0,6
EU83r5yrRw3zRictM5eO6Q,5.0,9
EUFF1YUvFUtn6MmwVdOy3A,1.0,2
EUFF1YUvFUtn6MmwVdOy3A,2.0,11
EUFF1YUvFUtn6MmwVdOy3A,3.0,3
EUFF1YUvFUtn6MmwVdOy3A,4.0,13
EUFF1YUvFUtn6MmwVdOy3A,5.0,19
EUQoB_ph7_xIyj7JZGI3bg,1.0,49
EUQoB_ph7_xIyj7JZGI3bg,2.0,50
EUQoB_ph7_xIyj7JZGI3bg,3.0,45
EUQoB_ph7_xIyj7JZGI3bg,4.0,81
EUQoB_ph7_xIyj7JZGI3bg,5.0,155
EUhjQecCVsyxPXE20DFsaw,1.0,25
EUhjQecCVsyxPXE20DFsaw,2.0,16
EUhjQecCVsyxPXE20DFsaw,3.0,19
EUhjQecCVsyxPXE20DFsaw,4.0,27
EUhjQecCVsyxPXE20DFsaw,5.0,25
EUxbuNT8BYPs_h0vVMy2pg,1.0,14
EUxbuNT8BYPs_h0vVMy2pg,2.0,9
EUxbuNT8BYPs_h0vVMy2pg,3.0,12
EUxbuNT8BYPs_h0vVMy2pg,4.0,49
EUxbuNT8BYPs_h0vVMy2pg,5.0,198
EV1jAj7NFNmNIqOnwZ4Acw,1.0,63
EV1jAj7NFNmNIqOnwZ4Acw,2.0,47
EV1jAj7NFNmNIqOnwZ4Acw,3.0,81
EV1jAj7NFNmNIqOnwZ4Acw,4.0,183
EV1jAj7NFNmNIqOnwZ4Acw,5.0,191
EV5GrHFiqab2nHfzjzsqpA,1.0,3
EV5GrHFiqab2nHfzjzsqpA,5.0,1
EVbEdWYLE9GDpVG97MGw-w,1.0,58
EVbEdWYLE9GDpVG97MGw-w,2.0,62
EVbEdWYLE9GDpVG97MGw-w,3.0,71
EVbEdWYLE9GDpVG97MGw-w,4.0,74
EVbEdWYLE9GDpVG97MGw-w,5.0,81
EWEHMED82jBNV38MrMVTmg,1.0,19
EWEHMED82jBNV38MrMVTmg,2.0,12
EWEHMED82jBNV38MrMVTmg,3.0,13
EWEHMED82jBNV38MrMVTmg,4.0,7
EWEHMED82jBNV38MrMVTmg,5.0,16
EWJqdMlvrIq5FAUD8UGDvA,1.0,3
EWJqdMlvrIq5FAUD8UGDvA,2.0,1
EWJqdMlvrIq5FAUD8UGDvA,3.0,3
EWJqdMlvrIq5FAUD8UGDvA,4.0,2
EWfR5lG8YnVObAhC9Ve0mA,1.0,1
EWfR5lG8YnVObAhC9Ve0mA,4.0,1
EWfR5lG8YnVObAhC9Ve0mA,5.0,10
EWo5usxVpjAs25NFBbsITQ,3.0,2
EWo5usxVpjAs25NFBbsITQ,4.0,11
EWo5usxVpjAs25NFBbsITQ,5.0,26
EX3wTLh4gOVF7RQ0ulGYPw,1.0,4
EX3wTLh4gOVF7RQ0ulGYPw,2.0,3
EX3wTLh4gOVF7RQ0ulGYPw,4.0,1
EX3wTLh4gOVF7RQ0ulGYPw,5.0,4
EXAbfr5PkoRzMqlCb_3ALQ,1.0,1
EXAbfr5PkoRzMqlCb_3ALQ,2.0,4
EXAbfr5PkoRzMqlCb_3ALQ,3.0,1
EXAbfr5PkoRzMqlCb_3ALQ,4.0,3
EXAbfr5PkoRzMqlCb_3ALQ,5.0,3
EX_daRmTI61Eq0kiXBuDsw,1.0,8
EX_daRmTI61Eq0kiXBuDsw,2.0,3
EX_daRmTI61Eq0kiXBuDsw,3.0,1
EX_daRmTI61Eq0kiXBuDsw,5.0,2
EYB3LarwcnLKeXqbWVPvRA,1.0,5
EYB3LarwcnLKeXqbWVPvRA,2.0,6
EYB3LarwcnLKeXqbWVPvRA,3.0,11
EYB3LarwcnLKeXqbWVPvRA,4.0,4
EYB3LarwcnLKeXqbWVPvRA,5.0,10
EYBA2MQUm1xkWRfo1rXaQw,1.0,4
EYBA2MQUm1xkWRfo1rXaQw,2.0,1
EYBA2MQUm1xkWRfo1rXaQw,3.0,2
EYBA2MQUm1xkWRfo1rXaQw,4.0,1
EYBA2MQUm1xkWRfo1rXaQw,5.0,6
EYF-EVbsyNiygugQgQIsGQ,1.0,10
EYF-EVbsyNiygugQgQIsGQ,2.0,5
EYF-EVbsyNiygugQgQIsGQ,3.0,1
EYF-EVbsyNiygugQgQIsGQ,4.0,12
EYF-EVbsyNiygugQgQIsGQ,5.0,24
EYLT-7qniN0WGrfgVwmwnQ,1.0,1
EYLT-7qniN0WGrfgVwmwnQ,3.0,1
EYLT-7qniN0WGrfgVwmwnQ,4.0,3
EYLT-7qniN0WGrfgVwmwnQ,5.0,9
EYWaN9sLjVYdi7fKIRguVA,1.0,5
EYWaN9sLjVYdi7fKIRguVA,3.0,3
EYWaN9sLjVYdi7fKIRguVA,4.0,3
EYWaN9sLjVYdi7fKIRguVA,5.0,4
EYwmKq1hT8qYAF9hBlqjKw,4.0,1
EYwmKq1hT8qYAF9hBlqjKw,5.0,4
E_DXCeVllZtHV93hsAIZvw,1.0,9
E_DXCeVllZtHV93hsAIZvw,2.0,3
E_DXCeVllZtHV93hsAIZvw,3.0,15
E_DXCeVllZtHV93hsAIZvw,4.0,69
E_DXCeVllZtHV93hsAIZvw,5.0,185
E_eIph8IT10Uo06ZdWwoUw,1.0,44
E_eIph8IT10Uo06ZdWwoUw,2.0,33
E_eIph8IT10Uo06ZdWwoUw,3.0,38
E_eIph8IT10Uo06ZdWwoUw,4.0,106
E_eIph8IT10Uo06ZdWwoUw,5.0,82
E_eZJP4DEj2euBT0VuO2tQ,1.0,46
E_eZJP4DEj2euBT0VuO2tQ,2.0,10
E_eZJP4DEj2euBT0VuO2tQ,3.0,3
E_eZJP4DEj2euBT0VuO2tQ,4.0,5
E_eZJP4DEj2euBT0VuO2tQ,5.0,11
E_f5hWSBXkxvyckUpU31kQ,1.0,1
E_f5hWSBXkxvyckUpU31kQ,3.0,1
E_f5hWSBXkxvyckUpU31kQ,4.0,3
E_f5hWSBXkxvyckUpU31kQ,5.0,2
E_wLJ3w5QTMN_Bz3O99ZYQ,1.0,4
E_wLJ3w5QTMN_Bz3O99ZYQ,2.0,6
E_wLJ3w5QTMN_Bz3O99ZYQ,3.0,3
E_wLJ3w5QTMN_Bz3O99ZYQ,4.0,3
E_wLJ3w5QTMN_Bz3O99ZYQ,5.0,2
E_zCBN_7a03PMVGHVM2Q0Q,1.0,1
E_zCBN_7a03PMVGHVM2Q0Q,4.0,1
E_zCBN_7a03PMVGHVM2Q0Q,5.0,5
Ea4ODC2cfqAbDbb_sYdPZQ,1.0,21
Ea4ODC2cfqAbDbb_sYdPZQ,2.0,2
Ea4ODC2cfqAbDbb_sYdPZQ,3.0,4
Ea4ODC2cfqAbDbb_sYdPZQ,4.0,11
Ea4ODC2cfqAbDbb_sYdPZQ,5.0,11
